2200
0/1 9406912075/16777216 1100/1 9406912075/16777216
348892607525/536870912 0/1 348892607525/536870912 1100/1
5471169825/67108864 0/1 5471169825/67108864 1100/1
0/1 487812946225/536870912 1100/1 487812946225/536870912
11837382425/16777216 0/1 11837382425/16777216 1100/1
0/1 44247614125/268435456 1100/1 44247614125/268435456
84154861175/268435456 0/1 84154861175/268435456 1100/1
0/1 18803314475/33554432 1100/1 18803314475/33554432
0/1 33307563575/134217728 1100/1 33307563575/134217728
0/1 24470795525/33554432 1100/1 24470795525/33554432
28168456525/268435456 0/1 28168456525/268435456 1100/1
0/1 15427862175/33554432 1100/1 15427862175/33554432
0/1 433930504425/536870912 1100/1 433930504425/536870912
555669673075/536870912 0/1 555669673075/536870912 1100/1
122828289375/134217728 0/1 122828289375/134217728 1100/1
0/1 280178179875/268435456 1100/1 280178179875/268435456
83069069325/268435456 0/1 83069069325/268435456 1100/1
0/1 26925823375/536870912 1100/1 26925823375/536870912
0/1 234314380575/536870912 1100/1 234314380575/536870912
0/1 146564389675/536870912 1100/1 146564389675/536870912
337472844775/536870912 0/1 337472844775/536870912 1100/1
214174364525/268435456 0/1 214174364525/268435456 1100/1
0/1 435662736025/536870912 1100/1 435662736025/536870912
0/1 521354970675/536870912 1100/1 521354970675/536870912
10577761425/67108864 0/1 10577761425/67108864 1100/1
63189224175/134217728 0/1 63189224175/134217728 1100/1
0/1 71755014925/134217728 1100/1 71755014925/134217728
0/1 15888913975/134217728 1100/1 15888913975/134217728
0/1 72791629075/536870912 1100/1 72791629075/536870912
0/1 35430281975/536870912 1100/1 35430281975/536870912
0/1 81321791375/536870912 1100/1 81321791375/536870912
0/1 242916894825/268435456 1100/1 242916894825/268435456
0/1 347925886275/536870912 1100/1 347925886275/536870912
4494882975/16777216 0/1 4494882975/16777216 1100/1
156163122775/268435456 0/1 156163122775/268435456 1100/1
0/1 499836514375/536870912 1100/1 499836514375/536870912
0/1 26518206275/536870912 1100/1 26518206275/536870912
511883867825/536870912 0/1 511883867825/536870912 1100/1
188436381375/268435456 0/1 188436381375/268435456 1100/1
0/1 98802070675/268435456 1100/1 98802070675/268435456
343620346575/536870912 0/1 343620346575/536870912 1100/1
61283617725/536870912 0/1 61283617725/536870912 1100/1
98005973725/536870912 0/1 98005973725/536870912 1100/1
0/1 386017805525/536870912 1100/1 386017805525/536870912
0/1 282415624975/536870912 1100/1 282415624975/536870912
224532864325/536870912 0/1 224532864325/536870912 1100/1
136937315075/536870912 0/1 136937315075/536870912 1100/1
77880857725/536870912 0/1 77880857725/536870912 1100/1
0/1 256536368825/536870912 1100/1 256536368825/536870912
0/1 76928626225/268435456 1100/1 76928626225/268435456
0/1 352956651025/536870912 1100/1 352956651025/536870912
0/1 2874068725/134217728 1100/1 2874068725/134217728
0/1 32112397625/134217728 1100/1 32112397625/134217728
413110168075/536870912 0/1 413110168075/536870912 1100/1
0/1 182811081475/536870912 1100/1 182811081475/536870912
0/1 113412456025/134217728 1100/1 113412456025/134217728
0/1 50599806125/536870912 1100/1 50599806125/536870912
489479858725/536870912 0/1 489479858725/536870912 1100/1
948701875/16777216 0/1 948701875/16777216 1100/1
0/1 508280076425/536870912 1100/1 508280076425/536870912
0/1 58225562175/67108864 1100/1 58225562175/67108864
47524579025/268435456 0/1 47524579025/268435456 1100/1
453132778175/536870912 0/1 453132778175/536870912 1100/1
0/1 167113780625/536870912 1100/1 167113780625/536870912
0/1 70156355775/268435456 1100/1 70156355775/268435456
0/1 49378387575/268435456 1100/1 49378387575/268435456
0/1 459880238125/536870912 1100/1 459880238125/536870912
0/1 307727633675/536870912 1100/1 307727633675/536870912
521528645275/536870912 0/1 521528645275/536870912 1100/1
296134758425/536870912 0/1 296134758425/536870912 1100/1
0/1 187307100475/268435456 1100/1 187307100475/268435456
0/1 332049454275/536870912 1100/1 332049454275/536870912
0/1 91427565075/268435456 1100/1 91427565075/268435456
75010470975/536870912 0/1 75010470975/536870912 1100/1
0/1 115654307725/536870912 1100/1 115654307725/536870912
0/1 46998993525/268435456 1100/1 46998993525/268435456
349968096225/536870912 0/1 349968096225/536870912 1100/1
76139031925/268435456 0/1 76139031925/268435456 1100/1
213234957375/268435456 0/1 213234957375/268435456 1100/1
491671678025/536870912 0/1 491671678025/536870912 1100/1
206987746075/536870912 0/1 206987746075/536870912 1100/1
399893393625/536870912 0/1 399893393625/536870912 1100/1
0/1 76648771375/268435456 1100/1 76648771375/268435456
0/1 84958074025/536870912 1100/1 84958074025/536870912
0/1 48051637975/134217728 1100/1 48051637975/134217728
125133439475/134217728 0/1 125133439475/134217728 1100/1
178413410725/536870912 0/1 178413410725/536870912 1100/1
140802437875/268435456 0/1 140802437875/268435456 1100/1
0/1 64042562925/536870912 1100/1 64042562925/536870912
0/1 43227751325/268435456 1100/1 43227751325/268435456
184428700775/268435456 0/1 184428700775/268435456 1100/1
10816423475/67108864 0/1 10816423475/67108864 1100/1
0/1 45702458175/134217728 1100/1 45702458175/134217728
0/1 178352736925/536870912 1100/1 178352736925/536870912
85729651975/268435456 0/1 85729651975/268435456 1100/1
0/1 44830209325/67108864 1100/1 44830209325/67108864
145149154425/268435456 0/1 145149154425/268435456 1100/1
281191880475/536870912 0/1 281191880475/536870912 1100/1
0/1 121399879425/134217728 1100/1 121399879425/134217728
54549612425/268435456 0/1 54549612425/268435456 1100/1
0/1 212180790525/536870912 1100/1 212180790525/536870912
0/1 416438746625/536870912 1100/1 416438746625/536870912
460186082675/536870912 0/1 460186082675/536870912 1100/1
0/1 433939754325/536870912 1100/1 433939754325/536870912
0/1 46992364375/134217728 1100/1 46992364375/134217728
531385549475/536870912 0/1 531385549475/536870912 1100/1
396121844525/536870912 0/1 396121844525/536870912 1100/1
41927441875/67108864 0/1 41927441875/67108864 1100/1
0/1 465957851425/536870912 1100/1 465957851425/536870912
162119899425/268435456 0/1 162119899425/268435456 1100/1
0/1 67629703625/134217728 1100/1 67629703625/134217728
249680815175/268435456 0/1 249680815175/268435456 1100/1
0/1 16406859975/33554432 1100/1 16406859975/33554432
0/1 7123961075/33554432 1100/1 7123961075/33554432
439541900875/536870912 0/1 439541900875/536870912 1100/1
0/1 292421669375/268435456 1100/1 292421669375/268435456
0/1 234098039175/268435456 1100/1 234098039175/268435456
23441444125/33554432 0/1 23441444125/33554432 1100/1
272907887175/268435456 0/1 272907887175/268435456 1100/1
0/1 53355881425/134217728 1100/1 53355881425/134217728
21908620525/134217728 0/1 21908620525/134217728 1100/1
132223374525/134217728 0/1 132223374525/134217728 1100/1
0/1 21551079275/268435456 1100/1 21551079275/268435456
0/1 67210159225/536870912 1100/1 67210159225/536870912
3128035625/268435456 0/1 3128035625/268435456 1100/1
0/1 136366223675/134217728 1100/1 136366223675/134217728
0/1 283089327675/536870912 1100/1 283089327675/536870912
80108600275/268435456 0/1 80108600275/268435456 1100/1
0/1 76183035225/536870912 1100/1 76183035225/536870912
0/1 261747072125/536870912 1100/1 261747072125/536870912
0/1 537501460375/536870912 1100/1 537501460375/536870912
74271453025/536870912 0/1 74271453025/536870912 1100/1
