3200
26921559375/2097152 600577188125/2097152 -66228039375/1048576 100323426875/1048576
-100614665625/524288 248778934375/1048576 -103923145625/524288 326568649375/1048576
-120804829375/524288 -661846013125/2097152 -516321043125/2097152 -62420334375/1048576
92778309375/2097152 -120631448125/524288 -107294076875/2097152 -162941376875/524288
-55283199375/524288 419092865625/2097152 -453852675625/2097152 -107502405625/524288
246074284375/2097152 248636293125/1048576 247402179375/1048576 210942669375/2097152
165158703125/2097152 -613148628125/2097152 -95222208125/2097152 -321217991875/1048576
-49427518125/524288 250214034375/1048576 -236290824375/2097152 -277733819375/1048576
383369069375/2097152 -412885131875/2097152 515107651875/2097152 663479120625/2097152
-149811846875/524288 -83172574375/262144 3892584375/131072 -7859119375/32768
358510258125/2097152 8857984375/131072 190844688125/1048576 541555199375/2097152
-335328866875/1048576 194202495625/1048576 -3811279375/2097152 9827436875/1048576
-35081193125/1048576 668778615625/2097152 19891864375/262144 62184130625/1048576
99093318125/1048576 526317184375/2097152 343852441875/2097152 -431869395625/2097152
201577808125/1048576 -60866003125/262144 -232238703125/1048576 -49917546875/1048576
-66373836875/262144 -2498356875/2097152 -324312005625/2097152 -8429004375/131072
17652308125/65536 184500011875/2097152 292992998125/1048576 -552231348125/2097152
255220328125/2097152 308706948125/1048576 3823858125/1048576 -285904500625/2097152
-40357048125/524288 -453983008125/2097152 -545393900625/2097152 37790085625/524288
-89647918125/2097152 46796058125/2097152 -19464541875/65536 -576200679375/2097152
250514381875/1048576 -22038233125/2097152 -411667806875/2097152 173000979375/2097152
-621140924375/2097152 128206571875/524288 -483184059375/2097152 614539949375/2097152
-10697006875/65536 575605924375/2097152 -2693044375/524288 538680803125/2097152
-319374993125/1048576 -147726645625/1048576 -31590098125/262144 -118451401875/524288
-47845790625/262144 228068954375/1048576 256233128125/2097152 176790736875/2097152
146485060625/1048576 -9540561875/2097152 272431308125/1048576 -263948114375/1048576
-105582343125/2097152 644192904375/2097152 -32906135625/1048576 385699141875/2097152
594978586875/2097152 -20275425625/1048576 52060215625/1048576 96910311875/2097152
-302580465625/2097152 256762803125/1048576 -104534229375/2097152 19447354375/1048576
-2132399375/65536 315760136875/2097152 -272515498125/1048576 -56933960625/524288
240709351875/2097152 -325015241875/1048576 161601366875/1048576 407943156875/2097152
-404870909375/2097152 -23618479375/524288 301201129375/1048576 -81589058125/1048576
588381278125/2097152 -140079780625/1048576 352475761875/2097152 -373264545625/2097152
-476768506875/2097152 -56382603125/1048576 202486226875/2097152 -344540946875/2097152
34400189375/262144 202840700625/2097152 -65789749375/262144 75216286875/1048576
660025439375/2097152 290604380625/1048576 -112509130625/524288 -37650826875/131072
8519580625/524288 -49867235625/1048576 -556497109375/2097152 -550447566875/2097152
-453833580625/2097152 54428105625/1048576 267030778125/1048576 -85477393125/1048576
487809608125/2097152 -131675824375/1048576 -302975754375/1048576 -115959413125/524288
-66336259375/262144 -58132248125/524288 -88351580625/2097152 -650144294375/2097152
-13058774375/2097152 -10172181875/131072 -77337090625/262144 -535975838125/2097152
-473547614375/2097152 140028723125/524288 386951923125/2097152 582501978125/2097152
97839351875/1048576 193863228125/1048576 -227456525625/2097152 206222539375/1048576
-284358906875/2097152 299016644375/1048576 -33718275625/262144 -8814958125/131072
282249295625/1048576 -45442780625/262144 -40870804375/131072 -121895053125/1048576
4092800625/131072 -62424155625/2097152 -98998868125/1048576 152878360625/2097152
316820548125/1048576 -7015594375/131072 -142126324375/2097152 -370028408125/2097152
287456229375/2097152 159193171875/2097152 77015706875/524288 -294457383125/2097152
-100248050625/1048576 44979478125/1048576 594240128125/2097152 30759045625/131072
107534395625/1048576 131160123125/1048576 589129483125/2097152 151149170625/1048576
90653435625/2097152 71503586875/524288 189333386875/2097152 -579106491875/2097152
-76938453125/1048576 592587598125/2097152 -154328821875/2097152 180155781875/1048576
306666746875/2097152 -564380749375/2097152 596195381875/2097152 -59612318125/262144
-531862353125/2097152 266302461875/1048576 279869068125/1048576 -327567010625/2097152
319653230625/2097152 66670653125/2097152 -182730054375/2097152 -604496024375/2097152
36678816875/2097152 246840086875/2097152 275564333125/2097152 -26290400625/524288
15277724375/524288 64779941875/262144 -63079113125/262144 189085863125/1048576
17263653125/2097152 -446062108125/2097152 -665483710625/2097152 485064389375/2097152
-246709438125/1048576 207544209375/2097152 3948150625/262144 27969499375/524288
157993673125/524288 291503324375/1048576 125726304375/2097152 -68171440625/262144
-80508096875/524288 163668445625/2097152 -426988516875/2097152 -25230065625/524288
-78901559375/2097152 -154973665625/1048576 53234453125/524288 -364163755625/2097152
55826781875/1048576 -45158379375/2097152 32937325625/524288 597455879375/2097152
639113090625/2097152 -569899454375/2097152 -166876744375/1048576 195075904375/2097152
-31079025625/262144 -202210315625/1048576 4100606875/16384 595481008125/2097152
395218391875/2097152 612003608125/2097152 -154090983125/2097152 584051790625/2097152
159628474375/524288 -184534651875/1048576 -244291108125/1048576 621065630625/2097152
-69064619375/2097152 -236730203125/1048576 47758988125/1048576 -8691096875/2097152
-197817460625/2097152 301955856875/1048576 -265800483125/1048576 327768260625/1048576
609323688125/2097152 -114989594375/1048576 235830201875/2097152 -32842280625/524288
-175040379375/2097152 -11626898125/131072 -263176888125/2097152 -148492518125/524288
91623710625/1048576 -240454716875/2097152 159593491875/1048576 67187036875/1048576
367861689375/2097152 274691480625/2097152 -139452654375/2097152 -666093931875/2097152
216922141875/1048576 38309266875/1048576 333852615625/1048576 -300523399375/2097152
-27176270625/524288 105710929375/524288 -22919880625/1048576 355016030625/2097152
385114940625/2097152 368285554375/2097152 210904286875/2097152 563461834375/2097152
188845121875/2097152 -65538951875/2097152 259209423125/2097152 361693099375/2097152
507436168125/2097152 -77783166875/524288 -552345829375/2097152 -159535566875/524288
47160246875/1048576 -495759826875/2097152 -167354375/1048576 283873939375/2097152
-36217200625/1048576 638494833125/2097152 527450504375/2097152 591565493125/2097152
-384176279375/2097152 500291455625/2097152 -598026865625/2097152 -39926101875/262144
21651236875/1048576 71994266875/2097152 -222699500625/1048576 -432229686875/2097152
56340611875/524288 -327739120625/2097152 -326879998125/1048576 -162814171875/2097152
80540155625/524288 577707801875/2097152 -311749098125/2097152 -21508458125/131072
-386783086875/2097152 -86262848125/1048576 -579062786875/2097152 -278150128125/1048576
-222540725625/2097152 247537881875/2097152 491767263125/2097152 76260619375/262144
43020898125/1048576 -514396680625/2097152 122498385625/1048576 365778754375/2097152
176573765625/2097152 -558462530625/2097152 38485163125/2097152 -80746590625/2097152
-303454658125/2097152 -39163843125/2097152 513512013125/2097152 126547743125/524288
-291933451875/2097152 571173964375/2097152 -596000315625/2097152 -42114225625/1048576
-413405913125/2097152 -5234798125/2097152 -831339375/65536 -9569589375/131072
-48303441875/1048576 646649215625/2097152 56821598125/262144 66797559375/262144
-377642304375/2097152 559332874375/2097152 123819043125/2097152 68903676875/262144
-11671925625/1048576 -302169880625/1048576 63666966875/524288 3824243125/2097152
-12204273125/262144 272021429375/2097152 -83724060625/1048576 -6367491875/262144
-261990726875/2097152 -379425339375/2097152 215521306875/2097152 99775704375/524288
58513216875/1048576 33515491875/524288 -133453581875/2097152 109403205625/2097152
-596790091875/2097152 617334375/2048 766581875/32768 200820711875/1048576
-323435295625/1048576 -376660041875/2097152 -268565800625/1048576 7748074375/131072
265740463125/1048576 -104591169375/1048576 -383855760625/2097152 150643053125/1048576
163950438125/1048576 26812560625/131072 -29306294375/1048576 11741895625/1048576
-339709743125/2097152 -568183474375/2097152 148167169375/1048576 265244213125/2097152
-83377761875/262144 -446790161875/2097152 12599500625/524288 -626601999375/2097152
256120411875/2097152 -633645625625/2097152 -87169213125/2097152 315555709375/2097152
106295259375/2097152 158940786875/2097152 -16032510625/524288 265786931875/2097152
229211385625/2097152 -151691234375/524288 65418524375/2097152 188439139375/1048576
-57732690625/2097152 -85859721875/524288 -513419598125/2097152 384026073125/2097152
25074323125/262144 -2708909375/131072 71147036875/1048576 161215485625/524288
128995480625/1048576 -462618140625/2097152 323096620625/2097152 -120498775625/524288
-7747201875/32768 148837658125/524288 117629561875/2097152 2955525625/131072
-204980118125/1048576 -655077349375/2097152 -273619971875/1048576 -97577519375/2097152
141049314375/1048576 21848623125/131072 523053240625/2097152 -117972179375/524288
625380095625/2097152 102775710625/2097152 344819833125/2097152 -123911099375/2097152
-63766673125/262144 400680535625/2097152 16722941875/131072 619642325625/2097152
-120093758125/1048576 -374622239375/2097152 70611974375/1048576 236155844375/1048576
-272785854375/2097152 -508128803125/2097152 -172611536875/1048576 11644083125/524288
131355074375/1048576 50064163125/262144 2778990625/16384 -203856788125/2097152
-41958751875/2097152 234698991875/2097152 -147149340625/524288 -75058990625/524288
-54691164375/524288 21431021875/2097152 229514070625/1048576 2310881875/2097152
-481692941875/2097152 -84544096875/2097152 295286708125/1048576 -640400410625/2097152
-552950970625/2097152 -319537051875/2097152 -191695605625/1048576 -126723623125/524288
-68671148125/524288 294552956875/2097152 -29375074375/2097152 -194649850625/1048576
637824300625/2097152 79485368125/2097152 -444029599375/2097152 -372310703125/2097152
-256753723125/2097152 -368525680625/2097152 79451624375/2097152 -283754338125/1048576
-646353158125/2097152 -308654756875/2097152 -240033954375/1048576 25741324375/524288
-159333120625/524288 -608835600625/2097152 450316801875/2097152 -135860449375/524288
-445534755625/2097152 87174395625/2097152 108017023125/524288 22310113125/262144
461925856875/2097152 -82843940625/2097152 -67157548125/262144 12839024375/2097152
5888609375/131072 -207310088125/1048576 37217035625/131072 -19425625625/1048576
-26092539375/262144 526938394375/2097152 316496178125/2097152 -23633834375/524288
139514953125/2097152 126142223125/1048576 -157641409375/1048576 319828058125/2097152
12477459375/524288 -87181230625/1048576 -297835165625/2097152 160389155625/1048576
-483463995625/2097152 445631224375/2097152 -299595968125/2097152 446248629375/2097152
-450936579375/2097152 -96684381875/524288 -5141081875/1048576 -75025475625/1048576
-57927481875/524288 236099551875/1048576 209679379375/2097152 -10250778125/524288
12552064375/524288 631884896875/2097152 -258066184375/2097152 654826454375/2097152
132587535625/524288 488170211875/2097152 20691176875/131072 419659205625/2097152
11048736875/262144 -145150131875/2097152 -246824759375/1048576 -280110058125/2097152
60608271875/262144 230774755625/2097152 310331203125/2097152 435701741875/2097152
10128404375/1048576 200139646875/1048576 628571180625/2097152 54426190625/262144
-408052648125/2097152 56349609375/2097152 -247849171875/1048576 427545383125/2097152
528093520625/2097152 108410186875/524288 -438906335625/2097152 398040563125/2097152
-29310850625/2097152 -109423998125/1048576 345092853125/2097152 -59725213125/524288
-179352176875/2097152 -104483096875/2097152 7334920625/32768 -496418093125/2097152
-229101276875/2097152 -7210293125/65536 -477387006875/2097152 -106287201875/1048576
-388163779375/2097152 -224495233125/2097152 -146706316875/524288 -628680713125/2097152
146920354375/2097152 507584380625/2097152 394842209375/2097152 -6767764375/2097152
64002306875/524288 -649218155625/2097152 105002205625/1048576 -109580398125/2097152
113979334375/1048576 61108064375/1048576 141110760625/524288 49651758125/262144
265986273125/1048576 10165225625/65536 187894761875/2097152 -4648268125/1048576
-596200134375/2097152 -32691670625/524288 -183456556875/1048576 -117761585625/524288
-20193721875/65536 497277653125/2097152 152885716875/1048576 280751589375/1048576
-175270424375/1048576 30072145625/524288 -104426661875/1048576 346710721875/2097152
5171051875/32768 312382268125/2097152 -250914818125/1048576 371155526875/2097152
40092535625/262144 204503165625/1048576 -6278988125/32768 -641886308125/2097152
87887900625/1048576 -54193198125/524288 415549361875/2097152 -75225648125/2097152
133588559375/1048576 69202141875/1048576 81580006875/262144 -328323100625/2097152
-179347096875/1048576 29449443125/2097152 -196594404375/2097152 47972890625/2097152
-127134920625/1048576 -93145409375/2097152 -1066066875/4096 -16033003125/131072
-9370513125/131072 -316782164375/1048576 149756178125/524288 -42174764375/262144
-53223746875/262144 21180773125/262144 -28801501875/1048576 -248503371875/1048576
-281465873125/1048576 -266279084375/2097152 -4879619375/2097152 316374986875/1048576
-269480578125/1048576 -194664860625/2097152 -76184506875/524288 -382507160625/2097152
480209803125/2097152 19069194375/524288 -1193160625/524288 -262749113125/2097152
-271271159375/1048576 122050710625/1048576 -59995535625/1048576 -658833341875/2097152
