2600
-2200425508125/16777216 7239065835625/33554432 975637788125/8388608 -4545988695625/33554432
-1175732731875/8388608 2564205271875/33554432 -2262587461875/33554432 1906070863125/8388608
-8170249433125/33554432 1155614874375/33554432 2222437481875/33554432 -2365980768125/33554432
2214498381875/33554432 -2419167798125/16777216 -7493620298125/33554432 4621043171875/33554432
-5057320978125/33554432 -4182330871875/33554432 3490011061875/33554432 -5047479051875/33554432
1526759885625/33554432 2732822113125/33554432 573797371875/16777216 -7579882773125/33554432
-5467199651875/33554432 -5247471198125/33554432 -4903161778125/33554432 567805216875/33554432
945085220625/33554432 7397311179375/33554432 -1477696845625/33554432 524781489375/8388608
7198401916875/33554432 -4273450211875/33554432 -3139300555625/16777216 2326979094375/16777216
-6764512730625/33554432 2829522954375/16777216 5793603164375/33554432 -1440114024375/16777216
-4468915936875/33554432 -3039750731875/16777216 -719070373125/33554432 856845234375/8388608
1726956050625/16777216 959394076875/16777216 560478400625/33554432 -8670172931875/33554432
-2850317445625/16777216 -1395769301875/8388608 386309568125/4194304 849326603125/8388608
-285015696875/2097152 6564744363125/33554432 -5318525818125/33554432 -550099785625/16777216
-3083298830625/33554432 -4067904335625/33554432 7952476780625/33554432 -195960756875/8388608
-1784451296875/33554432 3994460559375/16777216 2363036593125/16777216 3723017520625/33554432
2217629724375/16777216 836721169375/16777216 1718503336875/33554432 2447581150625/33554432
-290291210625/33554432 -6849381508125/33554432 1411775665625/8388608 8034328485625/33554432
-1638286479375/33554432 7289743784375/33554432 -6957385248125/33554432 -715497940625/4194304
-3556753240625/16777216 670248385625/16777216 3283007658125/16777216 1699112455625/16777216
-8512287883125/33554432 7145590099375/33554432 -1487927991875/33554432 -29764694375/262144
3247001216875/33554432 -2321121830625/33554432 -6509425284375/33554432 2150461356875/8388608
6909023411875/33554432 -942580088125/8388608 -1529397341875/33554432 -16731446875/131072
4737033965625/33554432 4394364576875/33554432 2144582155625/33554432 -921634179375/8388608
-1371945924375/16777216 -176296859375/4194304 -632971714375/4194304 6863179951875/33554432
-1739490114375/8388608 -6922960906875/33554432 -6033679039375/33554432 4222077738125/16777216
-755725221875/4194304 2274224574375/33554432 2994525681875/16777216 -920285348125/16777216
446257963125/2097152 413900946875/33554432 -5181488641875/33554432 -464207453125/33554432
-3888466879375/33554432 -237653154375/4194304 1235771875/131072 -888385948125/4194304
3186661375625/16777216 -55166353125/16777216 1335912410625/16777216 160485316875/33554432
-8380425535625/33554432 -32827088125/33554432 4695162038125/33554432 -2053485646875/8388608
8626683414375/33554432 1560310529375/33554432 858723035625/8388608 -3090050705625/16777216
7456894436875/33554432 -2512172869375/16777216 -1377535436875/8388608 -3467169590625/16777216
2503166323125/33554432 2470629078125/33554432 4112616275625/16777216 -2741062309375/33554432
6535724089375/33554432 1973316613125/8388608 8454701149375/33554432 -522345484375/2097152
2039982368125/33554432 -4492560466875/33554432 -8515444396875/33554432 -7906264868125/33554432
2734929218125/33554432 1906539708125/16777216 -264440434375/16777216 -987778488125/16777216
-3867350296875/33554432 -3418671400625/16777216 -1805075228125/8388608 18323816875/131072
-6966860834375/33554432 -3873100976875/16777216 1918598426875/16777216 -945190634375/33554432
141110539375/2097152 1880766379375/8388608 -2069941501875/33554432 -866326914375/16777216
1044007160625/33554432 821521049375/8388608 1006359713125/16777216 -6711018608125/33554432
-100784718125/16777216 4398986288125/33554432 2607265106875/33554432 -2689975055625/16777216
221398750625/1048576 -3149012140625/16777216 -7339223588125/33554432 2427846581875/16777216
2802321981875/33554432 -7227990680625/33554432 -942494288125/4194304 46852755625/1048576
86872573125/4194304 650759793125/4194304 6223166974375/33554432 1937590971875/8388608
1144068761875/33554432 -1885035644375/8388608 -2114857200625/16777216 804049130625/8388608
-1965542970625/16777216 5394649934375/33554432 -5773472599375/33554432 -2178652003125/8388608
2952850281875/33554432 2204287483125/16777216 129521315625/4194304 -8329638175625/33554432
-531324486875/16777216 3249184274375/33554432 -2138375939375/16777216 -2030117513125/33554432
-7601734879375/33554432 -2024463878125/8388608 -767029371875/16777216 2067731696875/8388608
-187421186875/2097152 1657134789375/33554432 -4810237534375/33554432 202988686875/4194304
4715207989375/33554432 -2464076281875/33554432 -463660819375/33554432 1245209379375/8388608
38111246875/262144 3566625359375/33554432 -1254141094375/16777216 1903674150625/8388608
-6377487390625/33554432 -8259259766875/33554432 -7847161944375/33554432 -1142474653125/16777216
1036114844375/33554432 -309148458125/2097152 8447364859375/33554432 -1504264246875/16777216
3578573009375/33554432 3788444895625/33554432 2941159658125/16777216 -3590296263125/16777216
-5712735120625/33554432 -3351620276875/16777216 -2619399664375/33554432 354475135625/16777216
210523616875/1048576 127541805625/2097152 -3231760520625/33554432 -3423626919375/16777216
-4877436143125/33554432 -10811490625/131072 -1657452931875/8388608 2120675870625/33554432
575366471875/33554432 -4163919979375/33554432 1598642053125/33554432 1211528816875/33554432
-2952163020625/33554432 -263281159375/8388608 2441867650625/16777216 -2128517730625/8388608
-585827181875/33554432 -983581698125/16777216 120426856875/2097152 -395076329375/8388608
282906170625/8388608 857283691875/4194304 -1486030788125/33554432 -123757180625/1048576
3141591691875/16777216 1023715119375/33554432 -1705949594375/16777216 -3658396893125/16777216
1431714854375/8388608 -8461331620625/33554432 1707749249375/16777216 -51436376875/4194304
5867936026875/33554432 3986404426875/16777216 -168535648125/1048576 8332197566875/33554432
2489204680625/33554432 -6264415625/32768 -2861819098125/33554432 -8413711824375/33554432
2934536743125/33554432 -141952029375/33554432 -2091696855625/33554432 -3376538806875/33554432
-983644130625/8388608 -2644219930625/16777216 -833251339375/4194304 1186056958125/33554432
-4105955725625/16777216 613039659375/4194304 527633900625/4194304 1488655179375/16777216
1676605945625/8388608 -682326750625/16777216 -587097330625/8388608 1664415358125/8388608
-524967178125/2097152 -4977258300625/33554432 4451950091875/33554432 5666887143125/33554432
-2302423491875/33554432 61441761875/4194304 155635244375/4194304 4939601509375/33554432
-4740003125/131072 2907297111875/33554432 3495587314375/16777216 -449275116875/8388608
1127200384375/8388608 -841897314375/16777216 2778947429375/33554432 -909545056875/4194304
-7575351688125/33554432 -5846824108125/33554432 -2273362771875/33554432 -1962703591875/8388608
-179656725625/2097152 -343926074375/4194304 7224576555625/33554432 -5830857004375/33554432
39208885625/262144 2866264578125/33554432 1633817063125/33554432 5294425881875/33554432
-796462021875/8388608 3183866554375/16777216 -4082910398125/16777216 523577965625/8388608
-1048088445625/16777216 -2985130435625/16777216 2970107326875/16777216 1618184449375/16777216
186472056875/16777216 -6505860115625/33554432 -240039824375/33554432 5333207871875/33554432
1063283463125/8388608 -7898414996875/33554432 3544104435625/33554432 6964517681875/33554432
-648465179375/16777216 -1237395176875/33554432 955287766875/16777216 2136660199375/8388608
-4167611930625/16777216 8373084110625/33554432 7658043388125/33554432 1860147550625/16777216
-175773203125/2097152 -4785433306875/33554432 -136043448125/4194304 1279768741875/8388608
-3411511406875/16777216 412796174375/8388608 -3418278589375/16777216 -5167991830625/33554432
3111024206875/16777216 1045091880625/4194304 -11819998125/4194304 -1786406756875/8388608
1968034485625/33554432 -8041867445625/33554432 7400205190625/33554432 -783472698125/16777216
-1118582586875/16777216 2654620206875/33554432 200638790625/2097152 2616237950625/33554432
-604859279375/8388608 -120237983125/4194304 2652641574375/16777216 -5472652924375/33554432
-1176376475625/8388608 -4294726434375/16777216 -189240293125/1048576 1394039619375/33554432
-4704441113125/33554432 125747968125/2097152 3606728929375/33554432 -4625944529375/33554432
-6123856480625/33554432 937703576875/33554432 -8525735570625/33554432 -2952463060625/16777216
-1222744940625/33554432 -193699309375/16777216 5356306743125/33554432 11744061875/2097152
6954098685625/33554432 -93897220625/4194304 48609364375/524288 -5890428366875/33554432
6745958253125/33554432 -2892498188125/16777216 -415651819375/16777216 556181120625/33554432
3484062408125/16777216 551761315625/4194304 -426246526875/2097152 -1183278614375/16777216
-3056208276875/16777216 858872243125/16777216 -6708149816875/33554432 4708114815625/33554432
-338950779375/4194304 103319295625/1048576 -1306831264375/16777216 4948380198125/33554432
3960393409375/16777216 -6790352034375/33554432 2491127169375/16777216 830965224375/8388608
-609084230625/33554432 -257546729375/8388608 -92854035625/16777216 -286744306875/16777216
-1292752800625/16777216 806442804375/33554432 -2707125029375/33554432 5440717888125/33554432
-706713548125/16777216 746423364375/16777216 1530117005625/16777216 1666949253125/8388608
1309585753125/8388608 154200401875/16777216 -933471378125/33554432 234723295625/33554432
-1111168280625/33554432 -1879073633125/8388608 -7696625486875/33554432 -6505768108125/33554432
5802373224375/33554432 -8441224114375/33554432 2157046376875/8388608 -3618026741875/33554432
2147469146875/16777216 -4353108589375/16777216 -6574940035625/33554432 -4223165756875/16777216
-524471260625/16777216 624733679375/33554432 -3384586668125/33554432 975069850625/4194304
-419506920625/16777216 -1971709764375/33554432 -1003728123125/8388608 -3996561424375/16777216
6961837764375/33554432 -7697365056875/33554432 3264557521875/16777216 520056054375/16777216
3323416516875/16777216 573049173125/33554432 4276055493125/33554432 1697003368125/16777216
1007285556875/8388608 6030484419375/33554432 -1990693323125/16777216 2949591441875/16777216
-682495246875/33554432 4299778071875/16777216 -1080972628125/4194304 2374581795625/33554432
-457775963125/4194304 -8563238669375/33554432 -5045259106875/33554432 -4578465718125/33554432
-1143925079375/8388608 -791860850625/8388608 241275133125/16777216 -815181453125/33554432
8612743774375/33554432 267890309375/16777216 -7929668930625/33554432 6253206383125/33554432
157938161875/16777216 -3372404368125/33554432 -2333650076875/33554432 -3929661035625/16777216
-151746034375/16777216 3211947301875/33554432 2034727004375/33554432 313155675625/2097152
-164390939375/4194304 -8068580609375/33554432 -501919510625/8388608 -1042113759375/33554432
-139757239375/2097152 -5127665115625/33554432 -6452767433125/33554432 -4179180143125/16777216
-1124055798125/16777216 -3377173466875/16777216 -3663714721875/16777216 -4245024574375/16777216
-5482029791875/33554432 -590051499375/8388608 1114033188125/16777216 3156817405625/33554432
-1204535905625/16777216 4198875988125/16777216 3226322734375/16777216 -872908603125/16777216
-4054792925625/33554432 -1356989928125/16777216 -1473482976875/8388608 -6223374941875/33554432
645456296875/8388608 -2223387928125/33554432 1948544593125/8388608 3324569811875/16777216
3020265226875/33554432 -4306360231875/33554432 -1540250343125/8388608 752249948125/33554432
-1453044555625/33554432 1754019694375/33554432 844350706875/8388608 -1003167010625/8388608
-2402649543125/16777216 103345198125/16777216 1176060526875/8388608 -4017070841875/16777216
3031016259375/16777216 -459320866875/16777216 7413566875/4194304 -847568206875/16777216
8038058283125/33554432 4182307504375/33554432 -7698642973125/33554432 -675903775625/33554432
228196531875/2097152 7568770616875/33554432 3583264953125/33554432 -4318868035625/16777216
-2750434626875/16777216 606432068125/4194304 3977398449375/16777216 2120716918125/8388608
622631238125/33554432 1345988726875/8388608 -1845080128125/33554432 -6280461955625/33554432
-5314253043125/33554432 -7922140013125/33554432 4398874358125/33554432 457392333125/16777216
235631183125/2097152 -2778451333125/33554432 5587661129375/33554432 -7967229229375/33554432
272013698125/8388608 8533930510625/33554432 1732131773125/16777216 7872132376875/33554432
-405315909375/2097152 -1536529044375/16777216 3504431214375/33554432 -1953988148125/8388608
-346146799375/8388608 1786151014375/16777216 8563644375/33554432 1617425054375/33554432
-1978505416875/16777216 540240309375/8388608 -5029996310625/33554432 -116304215625/2097152
365927566875/16777216 8408356506875/33554432 -4400255234375/33554432 -3972770806875/16777216
-2415795338125/33554432 3544903870625/16777216 -95417196875/1048576 -6980628321875/33554432
1059214219375/16777216 8637170855625/33554432 1463709739375/8388608 3855555429375/16777216
-3994398825625/16777216 -472769375/8388608 2160163191875/33554432 4010265764375/16777216
6567711336875/33554432 -999445256875/8388608 4143654441875/33554432 -26615314375/4194304
8598753418125/33554432 -3906777866875/33554432 -5595021778125/33554432 -8057128454375/33554432
-1841368530625/8388608 8175369011875/33554432 -710060365625/16777216 8016613385625/33554432
-1590375726875/33554432 -1820746695625/8388608 1086453428125/16777216 5726663856875/33554432
3709690359375/33554432 -2765971365625/33554432 -239898823125/4194304 7808953969375/33554432
-1882595154375/33554432 -372758286875/8388608 -6234378645625/33554432 -2140814089375/16777216
-3976004361875/16777216 -720308590625/4194304 3369841824375/33554432 -200101061875/8388608
488138795625/8388608 -3091872476875/16777216 1042149460625/8388608 -3538628136875/16777216
