2400
-1206761799375/8388608 -896877151875/4194304 200911951875/8388608 145486074375/4194304
-464749430625/4194304 -58883431875/8388608 645329889375/4194304 -1691353419375/8388608
-588898659375/8388608 1916054803125/8388608 -930946899375/4194304 -1360579385625/8388608
-341801053125/4194304 -107015154375/524288 -302384383125/2097152 1208918518125/8388608
-254568736875/8388608 692373376875/8388608 -34887316875/524288 94713598125/4194304
-685298293125/4194304 503103159375/8388608 -1834783235625/8388608 107522750625/2097152
-1424934106875/8388608 -389910211875/4194304 154162835625/8388608 1947636481875/8388608
-1904628376875/8388608 -314546229375/4194304 -32758603125/1048576 270544614375/4194304
1073051600625/8388608 2715883125/131072 -1356891395625/8388608 835285861875/8388608
-939967580625/8388608 -188444300625/2097152 955888355625/4194304 377504161875/4194304
-1706203138125/8388608 422207814375/8388608 -341871388125/8388608 1685654641875/8388608
-64698226875/1048576 -1956185341875/8388608 1929609024375/8388608 471412303125/4194304
485226223125/8388608 988272418125/4194304 -458873446875/2097152 232946349375/4194304
-977572449375/4194304 1171476384375/8388608 250927314375/1048576 -1350561988125/8388608
833847009375/4194304 141174729375/1048576 939709996875/4194304 -1642290481875/8388608
-896365936875/8388608 641482625625/8388608 -95985564375/2097152 -97857316875/2097152
1768104001875/8388608 1319383303125/8388608 -403415585625/4194304 -160351861875/2097152
-1066854181875/8388608 1068230836875/8388608 198256655625/1048576 -1076351255625/8388608
-243997036875/2097152 1953548581875/8388608 1938348309375/8388608 3617300625/32768
-213720924375/1048576 -321000654375/4194304 1604662299375/8388608 121819081875/1048576
-1660692800625/8388608 170655170625/2097152 -1975094514375/8388608 -185013264375/4194304
482696908125/8388608 -688876213125/4194304 -112835495625/2097152 1431972001875/8388608
1094297990625/8388608 2542843125/1048576 -384683210625/2097152 996830150625/8388608
825267785625/8388608 50282570625/4194304 946414573125/8388608 400254496875/4194304
-111140881875/2097152 911901624375/4194304 309848570625/8388608 109288456875/8388608
898560658125/4194304 448115863125/8388608 1230729639375/8388608 859550559375/4194304
-404292905625/2097152 -328622634375/8388608 -790432989375/8388608 2305291875/524288
-1129899943125/8388608 1193035299375/8388608 -528567808125/4194304 802596721875/8388608
205700094375/8388608 570177455625/4194304 -354336346875/8388608 -760905241875/8388608
-1020069189375/8388608 3099571875/16384 895381228125/8388608 513435744375/8388608
1531410875625/8388608 -170710291875/8388608 -399185900625/8388608 353341475625/4194304
-1352959250625/8388608 -11810285625/524288 21158938125/524288 73781458125/4194304
1091024315625/8388608 332385575625/4194304 181499285625/2097152 -272661260625/8388608
-84426526875/524288 649121889375/8388608 1062359720625/8388608 -1542713011875/8388608
299194903125/8388608 -1551165688125/8388608 465756395625/4194304 -6103085625/65536
-1079976016875/8388608 -45813050625/8388608 91270895625/8388608 -287819236875/4194304
933499430625/8388608 939404323125/4194304 203551359375/4194304 954102440625/4194304
96144834375/2097152 -83000311875/2097152 -11460628125/131072 831138841875/8388608
-95073463125/2097152 -803903720625/8388608 -712848751875/4194304 -67723340625/8388608
-92234315625/4194304 -87586603125/8388608 524637875625/4194304 10765681875/1048576
-1696186875/8388608 934871709375/8388608 -201672043125/8388608 -842668599375/4194304
-776205646875/8388608 407667440625/8388608 554095501875/8388608 -608593231875/8388608
-292743091875/8388608 804360178125/4194304 -1917819375/32768 51740184375/4194304
-1937962813125/8388608 -695668366875/4194304 -580639381875/4194304 -716718410625/4194304
-395897488125/2097152 -855042028125/8388608 -313106011875/8388608 -1070677591875/8388608
92095768125/4194304 -922820390625/4194304 -288738673125/4194304 1933465696875/8388608
298960355625/4194304 -156949644375/8388608 688812954375/8388608 -77010388125/524288
177950938125/4194304 48211591875/4194304 -1519580499375/8388608 153288931875/4194304
441709955625/4194304 -1776316250625/8388608 -883669760625/4194304 -30605525625/524288
264798980625/4194304 -248478909375/2097152 40941868125/8388608 -373388098125/4194304
-1778249600625/8388608 -407365790625/2097152 -182874384375/2097152 -973067090625/4194304
797760710625/8388608 734177221875/4194304 -408160389375/2097152 -303048961875/4194304
-484753434375/4194304 -994897445625/8388608 -955961656875/8388608 601311924375/8388608
-1228810573125/8388608 380225938125/4194304 -5405150625/2097152 -20201604375/1048576
145123445625/4194304 182361065625/8388608 -1880420750625/8388608 1272855095625/8388608
-445803676875/8388608 -69044656875/2097152 1482298273125/8388608 -125593175625/8388608
558089465625/8388608 120734990625/2097152 -1328920846875/8388608 -862996198125/8388608
471725296875/2097152 1177250533125/8388608 817361521875/8388608 19573891875/1048576
1684609018125/8388608 -168383596875/4194304 -1277922931875/8388608 69680105625/4194304
748666404375/8388608 1157067826875/8388608 -1252264873125/8388608 579591815625/4194304
1373323606875/8388608 4046630625/524288 1061983318125/8388608 -118686241875/8388608
834551139375/4194304 -1815967933125/8388608 41779288125/1048576 838847244375/8388608
513721490625/4194304 1247516724375/8388608 -1585115191875/8388608 -99738590625/2097152
565636659375/4194304 1857174151875/8388608 628441381875/4194304 45363204375/262144
-97582726875/2097152 -962961073125/4194304 1515744635625/8388608 -461331163125/2097152
1499250391875/8388608 1358187871875/8388608 -883288880625/8388608 1665066748125/8388608
-198813894375/2097152 -1269690399375/8388608 -616223113125/4194304 -1310460151875/8388608
1442079808125/8388608 398742826875/4194304 -5783026875/524288 -99246920625/8388608
202339299375/1048576 -960470649375/4194304 843453208125/4194304 -1372228074375/8388608
1474855460625/8388608 -367595525625/4194304 83919470625/2097152 482419284375/4194304
1980003463125/8388608 -906732436875/8388608 -529082904375/8388608 22732220625/8388608
-411926548125/4194304 83746636875/8388608 -614525338125/4194304 -401444131875/8388608
-414610156875/4194304 -466566530625/2097152 -1911913696875/8388608 1755681455625/8388608
139702430625/2097152 -185820463125/8388608 -443643939375/4194304 -669153901875/4194304
60858515625/8388608 -195284724375/4194304 -825856805625/8388608 -612074221875/4194304
43227481875/2097152 489394261875/4194304 -1360799619375/8388608 -59738773125/262144
1382055245625/8388608 -263093131875/2097152 1277062261875/8388608 152864563125/4194304
387457663125/2097152 -696790929375/4194304 -1923727138125/8388608 -121812523125/1048576
758971636875/8388608 621314874375/8388608 -1005029023125/8388608 -158982196875/1048576
-8858818125/65536 258808340625/8388608 268286255625/2097152 1786224564375/8388608
-5610901875/131072 491704629375/4194304 1151720379375/8388608 245002479375/8388608
31193844375/131072 2011940728125/8388608 -459011626875/2097152 -1572668000625/8388608
-1278816804375/8388608 -1231590279375/8388608 -511161076875/8388608 -502245628125/4194304
1511038666875/8388608 30957440625/2097152 -75902563125/524288 -205602091875/4194304
-4958780625/4194304 1067482985625/8388608 368625924375/8388608 476975503125/4194304
1436739320625/8388608 1040617884375/8388608 -318507361875/4194304 -4391908125/32768
1608503450625/8388608 66650679375/1048576 -718886364375/4194304 354229393125/8388608
-46808694375/2097152 55643668125/2097152 1402055098125/8388608 -453561185625/4194304
-1524847051875/8388608 1812081898125/8388608 125855971875/2097152 416201514375/8388608
-590271125625/8388608 -547596913125/8388608 1763984956875/8388608 1856874339375/8388608
-1810859109375/8388608 1370644644375/8388608 199449841875/2097152 -582497795625/8388608
306514606875/8388608 1785184183125/8388608 694152868125/8388608 -736157904375/8388608
1359413458125/8388608 -1738538285625/8388608 -1310742009375/8388608 233619879375/8388608
747740533125/8388608 14663199375/65536 -931305226875/8388608 18784933125/524288
-229422050625/2097152 -1558375190625/8388608 -1460659569375/8388608 1891605583125/8388608
351105118125/8388608 -427253979375/2097152 1060978415625/8388608 535361728125/4194304
-124804498125/4194304 -329984064375/4194304 395845423125/4194304 -725163943125/4194304
-307723040625/4194304 79128189375/4194304 -617826703125/8388608 -600267283125/8388608
6543339375/32768 -1480653965625/8388608 5517894375/262144 -927044229375/4194304
-1027434375/1048576 -1484545070625/8388608 -1246635658125/8388608 -1632028764375/8388608
249173968125/8388608 -1219743129375/8388608 -981263964375/8388608 -224991811875/2097152
624802764375/8388608 -1935015943125/8388608 169262773125/1048576 261035263125/4194304
-273268344375/4194304 1690179759375/8388608 -796683384375/8388608 -324092698125/4194304
1177260095625/8388608 -1584116604375/8388608 -2972034375/1048576 -585211385625/4194304
-1617381144375/8388608 -319316056875/4194304 -570029139375/8388608 -1857540073125/8388608
2010792275625/8388608 46362451875/1048576 -483350356875/4194304 29755955625/4194304
-98106103125/2097152 1848651478125/8388608 73629016875/2097152 855872701875/4194304
-777421794375/8388608 236142039375/1048576 513547981875/4194304 140605141875/1048576
-196096318125/2097152 -848829763125/8388608 -442516768125/8388608 -478185920625/4194304
-70495393125/4194304 -80096514375/524288 57746544375/262144 807652921875/4194304
918862666875/8388608 -478776789375/2097152 1167459448125/8388608 -1087452481875/8388608
-781256743125/4194304 410710321875/4194304 217593916875/4194304 440462349375/8388608
4240618125/4194304 -451933681875/2097152 863948825625/4194304 -23000480625/2097152
-1353025576875/8388608 1937917771875/8388608 769760113125/4194304 -2001144436875/8388608
-1632810703125/8388608 -1811372698125/8388608 1706487166875/8388608 175932695625/4194304
-48384729375/2097152 1294851223125/8388608 756077263125/8388608 -84481929375/8388608
-7560939375/524288 -22883495625/262144 -83344509375/8388608 102551683125/1048576
-33178366875/1048576 225458938125/4194304 -28954198125/2097152 -272499080625/4194304
343820503125/2097152 917768818125/8388608 -837985190625/8388608 -503217009375/2097152
-365667658125/4194304 -1092365769375/8388608 -147172453125/8388608 -1902590173125/8388608
71065066875/524288 -347610605625/8388608 483418389375/2097152 890279848125/8388608
-490495295625/2097152 76152676875/524288 176590321875/4194304 21942384375/262144
-386284726875/2097152 -8222851875/8388608 -1857666534375/8388608 1506961648125/8388608
-805578159375/4194304 574883615625/4194304 1934308265625/8388608 -61797481875/1048576
344542498125/4194304 3551855625/16384 866238875625/4194304 -1334894049375/8388608
-341309559375/4194304 1716707983125/8388608 -771568213125/8388608 1746682141875/8388608
-196145686875/4194304 -713760361875/8388608 -9606973125/131072 1156134691875/8388608
1809342635625/8388608 988764489375/4194304 -443189840625/8388608 123050289375/2097152
-1378025300625/8388608 790172098125/4194304 -513046580625/8388608 -35785475625/262144
-1356107180625/8388608 1689787303125/8388608 -1256177810625/8388608 -2002321494375/8388608
170828049375/8388608 -1321223679375/8388608 -1442853744375/8388608 901263189375/4194304
1995219560625/8388608 579486166875/8388608 -931968080625/4194304 -25918554375/524288
148048678125/8388608 102287311875/4194304 93946843125/4194304 -357151944375/4194304
-1993657423125/8388608 515592088125/8388608 -1943561750625/8388608 352027265625/8388608
769744591875/8388608 441543984375/8388608 244705003125/2097152 422475425625/4194304
-454621816875/4194304 439302395625/8388608 -1999692361875/8388608 1337934421875/8388608
-162562183125/2097152 -309241693125/2097152 1683077739375/8388608 45137769375/524288
140132926875/2097152 -862090003125/4194304 739478443125/4194304 846296296875/8388608
-822415393125/4194304 -296761498125/4194304 1487749944375/8388608 -179055560625/1048576
-33444234375/262144 334571278125/8388608 -102765463125/524288 70851331875/1048576
-399128870625/2097152 -994828768125/8388608 1157525026875/8388608 -1612114944375/8388608
-113792218125/8388608 -51184381875/262144 -900649865625/4194304 1756012663125/8388608
268741550625/4194304 -63834894375/524288 895879925625/8388608 -786059131875/4194304
351858721875/2097152 293607935625/8388608 -1980597849375/8388608 -301298446875/2097152
-1485085651875/8388608 499123363125/2097152 939560191875/4194304 -833556594375/8388608
-1217572404375/8388608 433446358125/2097152 -457743883125/4194304 -36301134375/4194304
-68075870625/1048576 794754901875/4194304 1708279565625/8388608 -329002888125/4194304
862498280625/8388608 -204773443125/2097152 656104235625/8388608 656566603125/8388608
-206465938125/2097152 976779594375/8388608 -783847044375/8388608 -217033854375/4194304
-812679391875/8388608 -1788477365625/8388608 -707253196875/8388608 -91993426875/524288
791383659375/4194304 -1001730879375/8388608 915114013125/4194304 345437649375/8388608
1923972466875/8388608 -91914650625/4194304 1184016886875/8388608 576538846875/8388608
19431946875/4194304 83451395625/1048576 -219741523125/4194304 -1137897973125/8388608
589219168125/8388608 835574686875/8388608 -1438623058125/8388608 -1983661381875/8388608
-96550723125/4194304 902062726875/4194304 893876855625/8388608 312084046875/2097152
65920970625/2097152 -345589906875/8388608 -264825114375/2097152 -760443031875/8388608
942502021875/4194304 458458730625/4194304 913491496875/8388608 1434950083125/8388608
-374583875625/2097152 82164073125/4194304 -1093974654375/8388608 1652548899375/8388608
996057729375/8388608 -414974360625/2097152 -4749245625/32768 -846076175625/8388608
1149461199375/8388608 1570624134375/8388608 1353363515625/8388608 -1953398979375/8388608
-415427071875/4194304 742042201875/8388608 -292208071875/4194304 37920275625/1048576
485243473125/8388608 -821623846875/8388608 -28633014375/8388608 1337507371875/8388608
-1861895743125/8388608 977186109375/8388608 740251805625/4194304 1024652784375/8388608
-371796886875/2097152 -472983253125/4194304 442617905625/2097152 -205789153125/2097152
1058973121875/8388608 -806586429375/8388608 -137565856875/4194304 768776195625/8388608
