2800
-999544748125/8388608 2439808415625/16777216 -882299639375/8388608 1194381768125/8388608
-181854981875/1048576 -4141808076875/16777216 -349221875625/16777216 392548174375/4194304
-834894711875/4194304 201990131875/1048576 2431187766875/16777216 -1508843625625/16777216
-2666236015625/16777216 4309162029375/16777216 -25689173125/131072 1474083821875/8388608
1912667290625/8388608 -492540908125/8388608 -4607986534375/16777216 -2144304063125/8388608
1715873709375/16777216 571392565625/8388608 3171414421875/16777216 808272023125/8388608
-30374850625/262144 3736445549375/16777216 -3903679495625/16777216 -756628376875/4194304
-4174172988125/16777216 358610424375/2097152 3810745789375/16777216 1721027083125/8388608
-1003004795625/16777216 2192251131875/16777216 3927897623125/16777216 559153835625/4194304
3621761705625/16777216 4368216943125/16777216 1907029333125/16777216 1169825356875/16777216
200557564375/2097152 -3346471156875/16777216 -859741028125/4194304 4307117233125/16777216
-2288040348125/8388608 -1062036478125/4194304 519294286875/4194304 1502028513125/16777216
-691450230625/8388608 -1629176241875/8388608 -1106475951875/8388608 -445708930625/16777216
-988751518125/8388608 47656424375/16777216 4239763451875/16777216 -4215724935625/16777216
-611293361875/4194304 2195937078125/8388608 2863569436875/16777216 2751719866875/16777216
-1921146985625/16777216 3461753133125/16777216 1704680455625/8388608 1350255983125/8388608
-2016283478125/8388608 1446339190625/8388608 -857586113125/8388608 -4410328015625/16777216
4008230069375/16777216 2474166008125/16777216 3003740945625/16777216 523685115625/16777216
-2205092133125/8388608 452450954375/4194304 4626600321875/16777216 801331181875/4194304
-943864630625/16777216 2407707159375/16777216 194585155625/1048576 3767961229375/16777216
-404050574375/4194304 2300994583125/16777216 585192400625/4194304 3379828449375/16777216
-3651326433125/16777216 -2001965074375/8388608 3724407868125/16777216 -437382238125/8388608
99959356875/1048576 2580829785625/16777216 118809840625/524288 -423530926875/8388608
-1129064129375/16777216 -363100189375/4194304 -936156011875/4194304 561265105625/16777216
-2328931871875/16777216 2113241965625/8388608 360674409375/8388608 -75842038125/524288
-157350055625/8388608 -1297122369375/16777216 2538990549375/16777216 -345785120625/8388608
-455704344375/2097152 -161055768125/4194304 789330084375/8388608 436468501875/2097152
-260722993125/1048576 -1819591571875/8388608 -58082530625/262144 -4497460918125/16777216
577290564375/16777216 -1224185151875/16777216 -78015100625/2097152 -3972818399375/16777216
1407672503125/16777216 3064939066875/16777216 292235811875/8388608 -2318285895625/16777216
-1555772535625/8388608 911185629375/16777216 -2176595220625/8388608 2074856861875/8388608
2165195090625/16777216 2989637161875/16777216 3666151671875/16777216 -27385351875/131072
-1387340705625/16777216 -2473961993125/16777216 2144319358125/8388608 1283144646875/8388608
-3789107783125/16777216 -1928042388125/16777216 2114002883125/16777216 2862863758125/16777216
4296047415625/16777216 -8923928125/524288 1994036515625/16777216 236692509375/4194304
1978177700625/8388608 -1103799204375/16777216 149112368125/16777216 1332546744375/8388608
1953243753125/16777216 1470752688125/8388608 1574655254375/16777216 -3156129309375/16777216
194080884375/2097152 -6082041875/524288 -1269743068125/16777216 2049818115625/8388608
896418823125/16777216 -2023409504375/16777216 2084813373125/8388608 535402196875/16777216
-2846455066875/16777216 6287150625/1048576 1818691284375/8388608 118554051875/8388608
2321549330625/8388608 -10060211875/8388608 3623579955625/16777216 3665375599375/16777216
2703359815625/16777216 -856688170625/16777216 -1669993950625/8388608 2629715029375/16777216
-615334278125/16777216 437700099375/2097152 -401123148125/8388608 3996572619375/16777216
1974527445625/8388608 936723939375/4194304 2485777336875/16777216 -4065073228125/16777216
1097144995625/8388608 1604015179375/16777216 1422309538125/16777216 -71101384375/2097152
-2063780753125/8388608 -1947243003125/8388608 1346708330625/8388608 1630745300625/8388608
241123701875/2097152 1439451558125/16777216 751322770625/8388608 -3493632428125/16777216
-2310550484375/8388608 -145501820625/2097152 -1706420060625/8388608 43295135625/4194304
-307631375625/4194304 -1941759264375/16777216 -3703477115625/16777216 -2092878466875/16777216
138281434375/2097152 2149584714375/8388608 300663321875/16777216 89058475625/2097152
470000794375/4194304 275803653125/8388608 -3636502883125/16777216 -1335297166875/8388608
-2752532435625/16777216 4223083151875/16777216 -987337299375/16777216 175710136875/1048576
-2210136691875/8388608 1092432849375/8388608 4156540014375/16777216 9068066875/16777216
845837295625/16777216 -2360986718125/16777216 3135240171875/16777216 -227621690625/4194304
-107064759375/4194304 753869256875/16777216 -4090344838125/16777216 -2552534088125/16777216
-1018117524375/8388608 113922913125/16777216 3984051369375/16777216 247565539375/2097152
92862126875/4194304 -908571103125/4194304 -3018699271875/16777216 1112908461875/16777216
4122758443125/16777216 986526673125/16777216 -1770269099375/16777216 126238958125/8388608
-1777778900625/16777216 2455386373125/16777216 -4069758651875/16777216 -2826542936875/16777216
-480934024375/16777216 -4189040043125/16777216 -1977859769375/8388608 1484905716875/8388608
-1311789618125/16777216 -379594586875/4194304 -507738301875/4194304 1775216716875/16777216
-807750663125/16777216 -559875281875/2097152 2428546964375/16777216 -3755103428125/16777216
242218615625/2097152 -839745396875/4194304 -831814309375/8388608 -1948563054375/16777216
2159027014375/16777216 377957750625/4194304 -1140511763125/8388608 480310079375/4194304
1734245760625/8388608 -789824835625/8388608 -1222995886875/16777216 95253011875/4194304
1483955388125/8388608 1796358930625/16777216 -4572801594375/16777216 386757048125/16777216
146006923125/524288 1085134308125/4194304 -3578630584375/16777216 1975766655625/16777216
-1752152408125/16777216 -5159275625/8388608 -1724131556875/8388608 -1694180621875/8388608
-1434350771875/16777216 1385623474375/16777216 -681568829375/16777216 -715489683125/16777216
410433471875/8388608 -57480206875/524288 -1168264225625/4194304 2560540521875/16777216
-3884020590625/16777216 4213334024375/16777216 -2037417930625/8388608 1112530015625/8388608
693445003125/8388608 -349664966875/16777216 -479662071875/4194304 1821158548125/8388608
-635301769375/4194304 4282608159375/16777216 -750534500625/4194304 1173848659375/16777216
81159098125/16777216 1996398910625/16777216 -659459320625/16777216 -1070692783125/16777216
-4543476809375/16777216 -1074657591875/16777216 666457089375/16777216 4433856494375/16777216
1715516613125/16777216 -62716635625/524288 2483158321875/16777216 394281881875/16777216
31778053125/2097152 170276115625/2097152 2473802121875/16777216 100687103125/2097152
-602195733125/8388608 -77199714375/16777216 801419023125/8388608 2602921750625/16777216
50312163125/8388608 -1040061841875/16777216 -2372438044375/16777216 299256260625/2097152
1049102954375/16777216 1385742106875/8388608 -1534096265625/16777216 -2704483359375/16777216
3325530254375/16777216 -190684388125/8388608 2971207246875/16777216 -1804260994375/16777216
-450578156875/16777216 -1721827664375/16777216 1327490880625/16777216 -3861705850625/16777216
1428175791875/16777216 -470971466875/2097152 1386180578125/16777216 -75313240625/1048576
-2417087010625/16777216 1820091398125/16777216 1008243516875/8388608 -316833120625/8388608
-1789113064375/8388608 -376881500625/4194304 -408865760625/16777216 892896755625/16777216
3099683356875/16777216 4109769418125/16777216 4268609244375/16777216 -3174864380625/16777216
-294227801875/8388608 820647629375/4194304 -675700466875/16777216 -2885238610625/16777216
-2808695255625/16777216 515455486875/2097152 -4555497279375/16777216 3196277958125/16777216
202848533125/2097152 -4605559004375/16777216 1348868285625/16777216 -85104000625/1048576
598541514375/8388608 -2675705729375/16777216 2700942706875/16777216 -407572799375/16777216
3201114765625/16777216 -267400231875/8388608 1245653189375/16777216 2390578588125/16777216
4502385601875/16777216 -754522829375/16777216 1809339914375/8388608 2248933649375/8388608
-54349159375/4194304 4572865066875/16777216 -81420924375/2097152 -954596383125/4194304
-327373834375/16777216 -3252929211875/16777216 668725544375/4194304 4262158411875/16777216
-743529635625/4194304 4570686229375/16777216 3133177385625/16777216 -1613938895625/16777216
459473389375/2097152 -44543961875/4194304 -3084750939375/16777216 2934621423125/16777216
53196670625/524288 -851404973125/4194304 -2831781500625/16777216 -2729885230625/16777216
-933521491875/16777216 -2239481129375/16777216 -1415348160625/8388608 -1534390764375/8388608
-4215709325625/16777216 4464137304375/16777216 -2813008428125/16777216 -1055735874375/4194304
1025060404375/8388608 198783886875/1048576 -1412699885625/8388608 -4339476483125/16777216
1351819100625/8388608 -1839722898125/16777216 4004748671875/16777216 -225786710625/1048576
137480730625/1048576 1162256151875/4194304 886808356875/16777216 80387120625/4194304
760396406875/8388608 -2303655834375/8388608 197730159375/1048576 515073733125/16777216
525924783125/4194304 311635550625/2097152 -1096389905625/16777216 3838731089375/16777216
-1315212443125/16777216 -799688570625/16777216 728665188125/16777216 3577848246875/16777216
3197337933125/16777216 228598330625/8388608 4507663286875/16777216 -1644687104375/8388608
-452667053125/16777216 -1986901511875/16777216 52205776875/524288 272616343125/4194304
-2465649178125/16777216 -1572226368125/8388608 -1143849826875/16777216 3398997590625/16777216
4063079269375/16777216 14737323125/1048576 -2243355625/16777216 -287669213125/4194304
-2030428133125/8388608 1146614538125/4194304 -313503378125/8388608 1590502720625/16777216
1739484315625/16777216 -459828359375/16777216 63551753125/1048576 3849677050625/16777216
550564468125/8388608 -1157910158125/16777216 -476806491875/16777216 86727729375/1048576
-1102193806875/16777216 541132405625/2097152 -4222129533125/16777216 -50549016875/262144
-1344181943125/8388608 520451789375/4194304 -1192706545625/16777216 2359208481875/16777216
-4203155823125/16777216 -4485710963125/16777216 970362666875/4194304 16906754375/65536
838891536875/16777216 -587719409375/8388608 -28753799375/2097152 1706873826875/16777216
3729140625/4194304 1255491558125/8388608 -1315318361875/8388608 1451194268125/8388608
925289640625/16777216 1055493315625/8388608 670163676875/4194304 -2010102119375/8388608
28036203125/8388608 -2372077570625/16777216 -47379976875/16777216 -1060488051875/4194304
-758742954375/4194304 443822570625/16777216 -194521044375/1048576 1834532380625/8388608
2937208211875/16777216 899663734375/16777216 48323743125/16777216 2582907009375/16777216
2773881368125/16777216 362752061875/2097152 -682077186875/4194304 -2423694975625/16777216
3921911809375/16777216 -4060675635625/16777216 -3364717199375/16777216 437923416875/8388608
-3293103183125/16777216 7908823125/4194304 2042038149375/8388608 -1457240281875/8388608
2940633898125/16777216 44817863125/1048576 -423796069375/16777216 1697773004375/16777216
-468719505625/2097152 876942163125/8388608 -970904449375/8388608 -180877746875/16777216
429288566875/16777216 -2285387566875/8388608 -2172478188125/16777216 974762018125/8388608
276855691875/4194304 182416233125/8388608 395714388125/16777216 20873164375/131072
490844116875/4194304 -1279183346875/8388608 3177522630625/16777216 3202208209375/16777216
-1845717251875/16777216 2054307635625/16777216 -48142871875/8388608 -2359712263125/16777216
1778827736875/16777216 -199598643125/4194304 1657603723125/16777216 169399986875/16777216
164075445625/8388608 -7297425625/8388608 1003980490625/16777216 18610974375/524288
-1289583474375/16777216 310549789375/4194304 -4399955293125/16777216 869211905625/8388608
251934239375/2097152 -6985951875/32768 -693073425625/4194304 -4174888125625/16777216
-1965853850625/16777216 -1369190694375/8388608 1968747650625/16777216 3462715685625/16777216
1883956475625/8388608 1101953881875/4194304 -4021715009375/16777216 2889643194375/16777216
63118855625/4194304 251615546875/8388608 1703364289375/16777216 -1974407640625/8388608
-641024488125/4194304 -1646165338125/8388608 547161225625/8388608 -151710943125/1048576
194128641875/4194304 -1970727075625/16777216 -48278706875/2097152 -156717273125/8388608
3740856896875/16777216 -4022940674375/16777216 771304559375/16777216 -969675319375/4194304
-136297756875/16777216 -104659078125/16777216 225459933125/2097152 -4180229790625/16777216
1536779803125/8388608 59127569375/4194304 248314959375/2097152 -48754601875/8388608
-900837835625/4194304 -297799070625/16777216 -4084537865625/16777216 630092903125/4194304
-533567776875/16777216 1952033015625/16777216 -214195839375/1048576 -32684946875/1048576
1949041014375/8388608 -189552890625/4194304 3330884116875/16777216 1901675146875/16777216
4447594169375/16777216 -4558746766875/16777216 -2170305283125/8388608 -582244385625/2097152
342813454375/4194304 -6221359375/32768 -357736841875/16777216 -144904020625/1048576
-2475426926875/16777216 -267761921875/1048576 423456044375/2097152 20451948125/524288
-1918893020625/8388608 1635114814375/8388608 1423977690625/16777216 -1819604320625/16777216
-519093168125/2097152 -3884306059375/16777216 -198815780625/8388608 66714370625/2097152
-1627678443125/16777216 1764477089375/16777216 1207173261875/8388608 684495940625/16777216
1174911968125/8388608 -1094542491875/16777216 -66391005625/2097152 98606571875/4194304
-49069085625/4194304 -2957393306875/16777216 989746261875/8388608 -8782011875/524288
-1311154368125/8388608 359658481875/8388608 -2170847765625/8388608 2492187796875/16777216
54102925625/16777216 3687582933125/16777216 1178837585625/16777216 1826208103125/16777216
-2603312893125/16777216 -23893594375/1048576 1447555650625/8388608 1387656895625/16777216
