3400
1023809774375/8388608 6446536499375/33554432 -2862963933125/16777216 -39905066875/1048576
-227002561875/8388608 -3114572475625/33554432 10764984555625/33554432 -110378949375/33554432
4179088016875/33554432 360198666875/33554432 -11352492804375/33554432 -10423024774375/33554432
119997995625/16777216 -1293675721875/16777216 -130267993125/524288 131508398125/524288
-2257949509375/16777216 338950196875/1048576 10667497163125/33554432 3120686738125/16777216
529957288125/33554432 -1638000861875/8388608 -635258263125/2097152 -11008675688125/33554432
-6989534583125/33554432 -8347728736875/33554432 -5609037449375/16777216 -4786544958125/16777216
2679136664375/8388608 -788221458125/33554432 -4997554653125/16777216 1894964489375/8388608
-4134139103125/16777216 -579042153125/16777216 1307016663125/8388608 -11298233798125/33554432
799882119375/33554432 8100279308125/33554432 -1910108046875/16777216 -202173870625/2097152
3511244759375/16777216 -5646631143125/16777216 -2287224146875/8388608 693141711875/2097152
747332378125/33554432 -8675054068125/33554432 1361777573125/16777216 -6839486186875/33554432
2894536014375/16777216 664641190625/33554432 9712315889375/33554432 3420453305625/16777216
-4753659393125/16777216 -822977448125/8388608 -1876115845625/33554432 -11241738505625/33554432
720073303125/4194304 4224760833125/16777216 -98842515625/2097152 5545871994375/33554432
1871661080625/33554432 -4355509108125/16777216 2431680414375/16777216 6705438913125/33554432
-2622187705625/33554432 4395052808125/16777216 -948190034375/33554432 4679066113125/33554432
2708934604375/33554432 -2724513383125/33554432 -211667371875/2097152 2744361966875/8388608
1090938354375/8388608 -7350309135625/33554432 -306239094375/33554432 -10048784160625/33554432
5258384888125/33554432 -151484056875/2097152 -1706490759375/8388608 -1308011248125/8388608
3695718878125/16777216 -5069441873125/16777216 678928309375/4194304 -34712544375/1048576
-4205514453125/16777216 6767922158125/33554432 128139890625/1048576 -497899984375/8388608
117697258125/4194304 6962335241875/33554432 -2149659360625/8388608 -1807313636875/8388608
833545753125/16777216 10492809498125/33554432 848161630625/4194304 2793138515625/8388608
2795893918125/16777216 -7520454931875/33554432 1656552515625/33554432 -701054616875/4194304
-8377157394375/33554432 702634851875/2097152 10404022004375/33554432 -2770426069375/8388608
-10987488290625/33554432 8679658688125/33554432 -7415786165625/33554432 1580858740625/8388608
-10014364494375/33554432 959890156875/8388608 -609540216875/2097152 -319987483125/4194304
9454183830625/33554432 -192558054375/2097152 731637574375/4194304 -2337574746875/33554432
647692828125/33554432 11114219678125/33554432 4228026979375/33554432 982937673125/4194304
369947486875/16777216 4071648399375/33554432 -1358751296875/33554432 -923710480625/16777216
-169232566875/16777216 2559563636875/16777216 4798149455625/16777216 931936419375/4194304
-3902244079375/33554432 194405826875/4194304 3109479063125/16777216 569167193125/33554432
5396393544375/33554432 -58309436875/33554432 -3209658426875/16777216 -1900949466875/8388608
10291281638125/33554432 -1982964755625/16777216 -4998253990625/16777216 2725232950625/8388608
-8286394096875/33554432 24384470625/4194304 -1461047011875/16777216 5549988926875/33554432
1544154614375/16777216 1013988130625/8388608 -8347002114375/33554432 -4595170348125/33554432
-856760719375/16777216 -4759380233125/16777216 -1200787721875/16777216 6701384731875/33554432
10151543529375/33554432 -572553763125/2097152 -2683041479375/8388608 -6415959375/524288
-10858334573125/33554432 -11186382723125/33554432 -5733029626875/33554432 -2900391600625/16777216
-94390194375/33554432 3400592035625/16777216 3223392599375/33554432 9076151154375/33554432
2557300958125/8388608 -4109543758125/33554432 -1410100561875/4194304 -5323064618125/16777216
-2428492659375/8388608 -2792373388125/8388608 -47979705625/16777216 -72961928125/2097152
-11121514378125/33554432 -8014114446875/33554432 -3964242973125/16777216 8712364265625/33554432
4523632201875/16777216 3445283760625/16777216 4785104675625/16777216 1480009470625/33554432
-371599058125/16777216 3895099489375/16777216 467105674375/4194304 -11263323745625/33554432
-435537120625/16777216 7108799740625/33554432 4627623125/8388608 -1789496319375/16777216
9588653065625/33554432 609524661875/16777216 7779073211875/33554432 -5685519131875/16777216
1965122384375/16777216 2044184645625/33554432 3195549638125/16777216 -1014197039375/16777216
-5376183349375/33554432 -1316045936875/4194304 1964613170625/33554432 698440739375/16777216
6304730956875/33554432 5193002144375/16777216 -4267719918125/33554432 -3083885201875/16777216
4323101774375/16777216 -2665673981875/8388608 -1998598529375/33554432 7022572319375/33554432
2795882528125/16777216 1591274853125/16777216 1125229224375/4194304 -4387118419375/33554432
-1776425625/32768 -1117919691875/16777216 -1115938745625/16777216 -9127602419375/33554432
-2293690585625/16777216 -724185964375/4194304 1701785456875/33554432 -9061459648125/33554432
-3915531279375/16777216 -7247770703125/33554432 -576272151875/2097152 3426602226875/33554432
4333495659375/33554432 -2699395776875/33554432 5415673286875/33554432 -692041110625/4194304
-2837785955625/16777216 5077099735625/16777216 1451329259375/33554432 -1777979265625/8388608
-10738155793125/33554432 -1412609846875/8388608 1382828481875/33554432 -3657482265625/16777216
-4744923156875/16777216 -3883775746875/33554432 -10153634253125/33554432 -5809976875625/33554432
-3034072524375/16777216 -1963473639375/8388608 -157384948125/4194304 86270866875/16777216
-7276408584375/33554432 -11218436414375/33554432 -105571965625/16777216 4867001878125/33554432
-2412835106875/8388608 6912433951875/33554432 6870498755625/33554432 10481793306875/33554432
-6677958668125/33554432 -321495616875/33554432 513860816875/4194304 -4422049169375/16777216
-8549196204375/33554432 3394962230625/33554432 8354237314375/33554432 -57455739375/262144
165131423125/8388608 -9485671251875/33554432 -376616501875/16777216 -1121846819375/16777216
636361690625/2097152 1546468866875/33554432 228719838125/1048576 -1251553398125/33554432
3216370770625/16777216 -3283901209375/16777216 901395621875/16777216 -717018998125/33554432
-324226645625/8388608 -1960480024375/16777216 -2638478253125/33554432 942594951875/8388608
-477499580625/33554432 -6562146295625/33554432 4426878401875/33554432 833486019375/16777216
327563108125/2097152 -1580115755625/33554432 244582431875/16777216 2280043750625/8388608
3931549295625/33554432 -222629333125/4194304 -4557736518125/16777216 10500301674375/33554432
971874030625/4194304 -9375916510625/33554432 2994486919375/16777216 4823150463125/16777216
5574528193125/33554432 -37298669375/131072 -9697442759375/33554432 4754501509375/16777216
3199708645625/33554432 4783653704375/33554432 -175068125/2097152 -2630459693125/16777216
-8517893976875/33554432 -6511746289375/33554432 10592214915625/33554432 1482779471875/8388608
-3027109473125/33554432 4948814356875/33554432 -10232627430625/33554432 -3491847546875/16777216
2400960968125/33554432 -2052851904375/16777216 -1962428628125/33554432 4345935813125/33554432
4763945455625/33554432 7857943606875/33554432 -4925287334375/16777216 -6058317890625/33554432
-3390899676875/16777216 2726199761875/8388608 1464969251875/16777216 2020632930625/33554432
-2402822489375/33554432 -1881394940625/33554432 -1722237009375/8388608 -533202396875/4194304
404656429375/8388608 228279538125/2097152 -10755125001875/33554432 8936316336875/33554432
3660764030625/16777216 1382939194375/33554432 3432759690625/33554432 -4242873525625/16777216
-4394697996875/33554432 -4846702411875/33554432 3180036713125/33554432 10402113988125/33554432
5241934583125/33554432 -7153897361875/33554432 -8500279936875/33554432 273413156875/8388608
-1883777575625/16777216 3586720530625/16777216 -148179618125/16777216 -303064089375/33554432
616727646875/33554432 -4267745354375/33554432 -5031679241875/33554432 -10818470274375/33554432
1981056463125/8388608 3917971416875/33554432 1813372011875/33554432 -6602060064375/33554432
-6736001406875/33554432 5966308811875/33554432 -272585639375/16777216 1058093440625/33554432
-490855078125/16777216 -9013002316875/33554432 216266233125/16777216 541971528125/16777216
-6579908108125/33554432 2615089355625/33554432 3907804205625/16777216 -2462035625/524288
7723607481875/33554432 -3543580416875/16777216 2021688566875/33554432 2076818398125/16777216
4195928429375/16777216 9891548483125/33554432 105365585625/8388608 1730975965625/33554432
5996434405625/33554432 -3220988395625/16777216 -948760533125/8388608 5468167969375/16777216
-6647542905625/33554432 -1360653448125/8388608 -6309022521875/33554432 -8322898218125/33554432
10411408270625/33554432 -9392952189375/33554432 5646352130625/16777216 -8348619048125/33554432
-2115983826875/16777216 3707929425625/33554432 9166861050625/33554432 -5324534523125/33554432
-2532140193125/16777216 -5400630879375/16777216 912187200625/4194304 -5116928716875/33554432
-5005859939375/33554432 -2545208411875/8388608 -4481475686875/33554432 765242473125/16777216
-148131784375/2097152 865293146875/8388608 830770821875/16777216 6355318579375/33554432
4162913536875/33554432 -3200724756875/33554432 -4960442569375/33554432 7421668951875/33554432
-9532698011875/33554432 -1973224669375/16777216 2944091014375/33554432 -2899641964375/16777216
-280871875/131072 2848783276875/8388608 1283953846875/16777216 -5186264258125/16777216
593057888125/33554432 888044608125/4194304 777481070625/16777216 -10316671648125/33554432
-3856924693125/33554432 -316221388125/8388608 1669929496875/33554432 253050833125/16777216
-2990394445625/16777216 2918473076875/33554432 -3786934056875/16777216 1550104741875/8388608
9801606094375/33554432 5558929736875/33554432 1416619976875/4194304 -4112699489375/16777216
-8845461664375/33554432 -2407350715625/16777216 -8851427474375/33554432 -9994983240625/33554432
-6091773253125/33554432 -473929176875/16777216 10693914100625/33554432 187554826875/16777216
-575036591875/8388608 1379786948125/4194304 -662699896875/4194304 -3245699956875/16777216
560607926875/4194304 4732165018125/33554432 1169778829375/8388608 6606040996875/33554432
-3147565034375/33554432 -1370309830625/4194304 -1691489045625/8388608 -612332020625/2097152
1544524895625/33554432 -3266710575625/16777216 5271636451875/16777216 -8950845110625/33554432
-4682299300625/33554432 -2523705621875/16777216 677929219375/2097152 10120698920625/33554432
4341641825625/33554432 2485776836875/16777216 93203233125/16777216 -1330677624375/8388608
2578240793125/33554432 57774043125/8388608 -2336489700625/16777216 2662626413125/8388608
9157062335625/33554432 -335223626875/2097152 8566861053125/33554432 3266345564375/33554432
-345164653125/33554432 120272906875/16777216 5833202849375/33554432 -1764971163125/33554432
7087609878125/33554432 -2705464181875/33554432 430886069375/8388608 -2888059460625/16777216
2184090076875/16777216 4141986770625/33554432 8888769886875/33554432 -9502562919375/33554432
3292791401875/33554432 -2791635800625/8388608 3042064946875/16777216 4553696616875/16777216
-9633066904375/33554432 288647345625/8388608 2038011265625/33554432 -4491879325625/33554432
1508318359375/16777216 963029823125/8388608 763991655625/16777216 6414530620625/33554432
-3333629418125/16777216 5178562684375/33554432 3486337464375/33554432 2920287741875/16777216
-4095006463125/16777216 574891688125/16777216 2888569864375/33554432 -2005585508125/8388608
2441352075625/8388608 4010149539375/33554432 -5265878934375/33554432 4350154766875/33554432
-7843424671875/33554432 5771341761875/33554432 -1014107449375/33554432 693447988125/4194304
7954688524375/33554432 34488271875/262144 1310341820625/16777216 -1244413206875/16777216
5936186405625/33554432 1643752896875/16777216 -2467130833125/16777216 1775345200625/16777216
1093642650625/8388608 10571233451875/33554432 6899873289375/33554432 -2775366949375/16777216
1021599200625/16777216 3438083261875/33554432 2498876930625/16777216 4276381545625/33554432
19806051875/2097152 5045446606875/16777216 -1429302061875/8388608 8820367411875/33554432
1936212248125/16777216 -508022676875/4194304 -4605586035625/16777216 -3116842166875/33554432
-221327324375/8388608 26584206875/2097152 -538887133125/33554432 851354570625/4194304
2442454716875/8388608 -1307277655625/8388608 -1673512353125/33554432 -4081597288125/33554432
-2040467064375/33554432 -190155316875/8388608 7916817411875/33554432 -10846180763125/33554432
219718210625/4194304 -146398464375/16777216 -10034051493125/33554432 -2776249270625/33554432
11312062001875/33554432 1084855393125/33554432 -2614698801875/8388608 -7530657120625/33554432
-43125950625/2097152 3386555794375/33554432 -4204299229375/16777216 -68995403125/524288
-1870843550625/33554432 -3735995001875/33554432 915818081875/4194304 2998347130625/16777216
300102243125/8388608 1824176914375/8388608 -8924657078125/33554432 8860303068125/33554432
-73086155625/524288 1065155283125/16777216 3726262671875/16777216 -5519280636875/16777216
-3371111273125/16777216 -10262803195625/33554432 -9785867069375/33554432 -3143670440625/16777216
436244681875/4194304 -2642891516875/33554432 3274678390625/33554432 -10745999401875/33554432
-1105690061875/4194304 -10808805158125/33554432 3965556414375/16777216 2067354498125/16777216
33557564375/131072 9663408716875/33554432 869319320625/8388608 -4745560933125/33554432
-2163321219375/16777216 8142857189375/33554432 288226404375/2097152 458019110625/8388608
220432083125/2097152 2947182464375/16777216 -6760763415625/33554432 132484368125/33554432
10722084800625/33554432 986354545625/16777216 -295731883125/16777216 3806288960625/16777216
-9044891214375/33554432 -3822034743125/16777216 -1485769325625/16777216 2735458556875/8388608
121101508125/1048576 -681423420625/4194304 6010889739375/33554432 -4951663068125/16777216
