1400
469776216875/33554432 794884890625/33554432 2762164216875/33554432 1413787178125/16777216
-2041912289375/33554432 -517717983125/4194304 -2054163925625/33554432 570467025625/16777216
2010706490625/16777216 -336659255625/16777216 3086658115625/33554432 -2022735098125/16777216
-3388827728125/33554432 178560781875/8388608 -2223219901875/16777216 1092135620625/16777216
2934976156875/33554432 1600566358125/16777216 -1498115128125/33554432 407515976875/33554432
1328796328125/33554432 257023213125/33554432 3300719935625/33554432 -935068579375/33554432
-1005556960625/33554432 -55435506875/8388608 -529874944375/4194304 -563439498125/33554432
316497470625/33554432 729242163125/8388608 146189509375/33554432 1499538919375/16777216
2588483576875/33554432 -181958415625/16777216 1880064843125/16777216 4182287878125/33554432
386571801875/33554432 -1518704525625/33554432 -259706776875/4194304 76765084375/1048576
3215892483125/33554432 194764801875/33554432 2101588759375/16777216 62679658125/8388608
2055840495625/16777216 1616351183125/16777216 1358960579375/16777216 1277085481875/16777216
