3000
-100317421875/8388608 1808753878125/8388608 -520216921875/4194304 -7481199309375/33554432
4269086184375/16777216 -5351793009375/33554432 -43700578125/1048576 3673791084375/33554432
-202935665625/4194304 -2850765440625/33554432 -3977404978125/33554432 -6607512440625/33554432
501871528125/16777216 491129371875/2097152 4073635284375/33554432 -10027123715625/33554432
-103258978125/16777216 -8527283671875/33554432 -144610959375/33554432 328732884375/33554432
397101140625/2097152 6094825471875/33554432 3904128853125/33554432 7933868784375/33554432
4225578871875/33554432 -1226759034375/4194304 6970828134375/33554432 465956015625/33554432
994022728125/4194304 -12972965625/524288 -5099316403125/33554432 -1620657646875/8388608
2595526396875/16777216 299102521875/8388608 529010671875/16777216 -1345360359375/33554432
131874553125/1048576 8811580828125/33554432 2594884246875/16777216 -6495513253125/33554432
3950493628125/16777216 2725839984375/33554432 8433146634375/33554432 476246765625/4194304
-203287153125/1048576 -386807934375/33554432 -8695321434375/33554432 371178853125/8388608
4709540625/16384 4047308728125/33554432 -1201574259375/16777216 680788509375/33554432
8202669853125/33554432 5362127634375/33554432 -1223863359375/4194304 -1564649109375/8388608
-262604390625/33554432 -958706315625/33554432 -2183066484375/8388608 -8836306715625/33554432
7203863203125/33554432 -4660144771875/16777216 33905971875/4194304 745098609375/16777216
-3084730134375/16777216 -1254211715625/16777216 4063817240625/16777216 -4042691653125/33554432
10045445540625/33554432 2268640190625/8388608 -4563269371875/33554432 548775571875/4194304
-484034315625/2097152 4109517665625/33554432 -7872099946875/33554432 8909798559375/33554432
-147497615625/16777216 -1628317940625/16777216 8704628071875/33554432 9174602653125/33554432
2241741440625/8388608 -1573431459375/8388608 1700170565625/8388608 -4697962340625/16777216
-107696409375/8388608 -106319803125/4194304 -752694590625/8388608 -4554773878125/16777216
-2829066459375/33554432 2701643990625/33554432 -641538496875/8388608 -2373066084375/16777216
2427227315625/16777216 -7623615703125/33554432 -5881316821875/33554432 1010834765625/16777216
-3464058553125/33554432 2705594315625/33554432 2992712315625/33554432 -9300170653125/33554432
1406736253125/33554432 -841593328125/16777216 1206318159375/8388608 3938354221875/33554432
-690103453125/16777216 3614038921875/16777216 4515562584375/33554432 -4693339621875/16777216
-991927078125/16777216 1550872246875/8388608 -830373028125/4194304 -9185071209375/33554432
-408666009375/33554432 3030740709375/16777216 18932146875/524288 1964078540625/8388608
-571093096875/8388608 -1636923084375/33554432 3984977578125/33554432 -2842130746875/16777216
5695966340625/33554432 -1633015171875/16777216 1460206996875/33554432 -1700309634375/8388608
7198500403125/33554432 667751465625/8388608 8774798840625/33554432 -5615448778125/33554432
-1162542103125/33554432 -4701914559375/16777216 4501345978125/33554432 -8158013840625/33554432
-1261959196875/16777216 20975484375/1048576 2218412390625/16777216 -4676858034375/16777216
-7886896884375/33554432 759708496875/33554432 210453909375/33554432 -6047695209375/33554432
7976094290625/33554432 -9197970459375/33554432 1029737953125/16777216 -1118191903125/16777216
5160567965625/33554432 -1489425628125/8388608 -58423678125/262144 3948201290625/33554432
13968140625/2097152 -75988453125/8388608 8255174653125/33554432 16927978125/524288
8357091459375/33554432 316000696875/4194304 -1250824040625/4194304 8938253015625/33554432
-1142368659375/33554432 2026868315625/33554432 152463515625/8388608 -4810324753125/33554432
-4877216896875/16777216 190454728125/16777216 7115517890625/33554432 -529558659375/16777216
2258066746875/8388608 -5584265625/33554432 5756084296875/33554432 -334673634375/33554432
-1602518334375/33554432 4030445446875/33554432 1354468846875/16777216 4122501665625/33554432
7887007453125/33554432 2143820915625/8388608 -1681855659375/33554432 -2631250378125/16777216
-535228790625/4194304 -2886457359375/33554432 -589562221875/2097152 1077179015625/8388608
3279116746875/33554432 1643350190625/8388608 -1240338496875/16777216 1484489034375/16777216
-1128074746875/33554432 -58832371875/524288 -3205186809375/16777216 -1137656409375/4194304
-74782978125/2097152 782589609375/16777216 -1631551284375/8388608 826426565625/16777216
-1830310790625/16777216 1641475584375/33554432 1758417778125/16777216 -4797521484375/33554432
-895138696875/4194304 -13090734375/16777216 2286668859375/16777216 9358394071875/33554432
471008521875/4194304 7829793646875/33554432 -2802840496875/33554432 9351364040625/33554432
317553665625/16777216 3652674459375/33554432 -8657989434375/33554432 6279158390625/33554432
-5458817971875/33554432 -8286425653125/33554432 -722695790625/33554432 -4041973659375/33554432
-4960137140625/33554432 -3916889728125/16777216 261171946875/1048576 -8071932459375/33554432
5399906896875/33554432 -4780259484375/33554432 321692465625/2097152 -626207315625/16777216
9170358909375/33554432 -5033120859375/33554432 -2714343965625/16777216 7545536596875/33554432
-476085609375/16777216 -2733660084375/16777216 -5004137334375/16777216 -974164490625/33554432
9931603246875/33554432 3283963190625/16777216 -8668182478125/33554432 3072314278125/16777216
-7898681259375/33554432 -320505346875/16777216 -2933345540625/33554432 -6530596584375/33554432
-507612234375/33554432 -4493420990625/16777216 -84827165625/4194304 -2389843640625/8388608
-1320941915625/33554432 -4829528821875/33554432 -8897427628125/33554432 776162128125/16777216
-7870609359375/33554432 -3922641046875/16777216 -1079859796875/16777216 152592515625/2097152
3741717515625/33554432 -1165931578125/8388608 311297315625/8388608 3371639071875/33554432
6999711871875/33554432 -3163339059375/16777216 4539066609375/33554432 -4429175990625/33554432
655490165625/16777216 -1588303265625/8388608 -5969571403125/33554432 -2945524434375/33554432
-8220322115625/33554432 -2163909440625/33554432 1367875621875/33554432 1876837321875/33554432
-4063943878125/33554432 1330951696875/8388608 4035014784375/33554432 1385548096875/33554432
8200405734375/33554432 151722403125/1048576 351744946875/33554432 -4392720815625/16777216
-1063491121875/33554432 -1524072046875/16777216 -5197740553125/33554432 -6208905309375/33554432
-4618659346875/33554432 1656072140625/33554432 3689001234375/16777216 305660709375/16777216
1826116471875/16777216 3988032403125/16777216 -2039668959375/8388608 229942096875/8388608
6335206696875/33554432 7159025878125/33554432 578131246875/4194304 1047845840625/16777216
-3497314190625/33554432 -3708930346875/16777216 -9165646059375/33554432 -1903820409375/8388608
-1286839471875/8388608 263317621875/2097152 89656846875/33554432 -2952863746875/16777216
-5117700403125/33554432 3070998365625/16777216 -2095538859375/8388608 9638175496875/33554432
150155690625/1048576 -2948939334375/33554432 -4367487590625/33554432 -7640330184375/33554432
7511119884375/33554432 9076991428125/33554432 -5494892840625/33554432 2109881971875/16777216
7040128246875/33554432 64417115625/16777216 -1180278703125/4194304 -2040857896875/16777216
1772034028125/33554432 1247054221875/4194304 8322576084375/33554432 -3319303640625/16777216
306292434375/1048576 -5014673203125/16777216 2106799959375/16777216 -3061343859375/16777216
8126282971875/33554432 7012293290625/33554432 1633161365625/33554432 1876803909375/33554432
-6101153109375/33554432 -1983433134375/8388608 -121599571875/33554432 -9841018396875/33554432
9154662159375/33554432 -1065382584375/4194304 3595598559375/33554432 5295239784375/33554432
1220596115625/4194304 -79521084375/4194304 2040337828125/16777216 -1962307453125/16777216
728602584375/16777216 -7765157746875/33554432 3227789821875/33554432 1446458446875/8388608
9367202953125/33554432 2698931840625/16777216 367013128125/16777216 982287365625/8388608
6767695359375/33554432 1993904503125/16777216 -45875465625/33554432 6267023428125/33554432
-939742134375/33554432 -3743932134375/16777216 2232067659375/16777216 2126078109375/33554432
351234740625/33554432 7908583528125/33554432 361507621875/16777216 -4508166496875/33554432
-7533523415625/33554432 -1977890625/16384 -7084366509375/33554432 -338733965625/33554432
-2629153996875/33554432 -6054256753125/33554432 -3401368303125/16777216 -6342668671875/33554432
589270359375/8388608 -613539234375/16777216 293134584375/33554432 -3556104646875/16777216
1799357184375/8388608 631302009375/16777216 5534666915625/33554432 -114001078125/8388608
226070334375/33554432 -7369418671875/33554432 -1267807003125/8388608 1973093634375/16777216
3751418840625/33554432 678831778125/16777216 753982565625/4194304 817297115625/16777216
-1037084878125/8388608 -1779594684375/16777216 4639533496875/33554432 2260370690625/8388608
-506080734375/4194304 -2457921590625/8388608 -3599517103125/33554432 2526131746875/16777216
-3556457596875/16777216 341408728125/8388608 -1696204546875/16777216 -13382034375/8388608
-5586235509375/33554432 2769982134375/33554432 228734334375/1048576 -2934812221875/16777216
-6423984309375/33554432 -1631776021875/33554432 -4447840771875/33554432 -999080109375/8388608
-2383726940625/33554432 6032726596875/33554432 -1559273146875/33554432 -4285066734375/16777216
2355826246875/8388608 1865859328125/8388608 5722653421875/33554432 669496584375/8388608
5610194353125/33554432 -3374767603125/16777216 -5740921396875/33554432 -1161081159375/4194304
1935590390625/33554432 6595884515625/33554432 556265034375/33554432 -945308428125/33554432
201822290625/8388608 4895203715625/33554432 -1239263503125/8388608 -6439123340625/33554432
-532272890625/16777216 3559451165625/33554432 7753549584375/33554432 -4818481153125/33554432
-1190174990625/8388608 220321584375/8388608 -1459798471875/33554432 -1317864890625/8388608
-4439925796875/33554432 1401362821875/16777216 50797078125/33554432 1243089028125/4194304
1519504584375/16777216 4688053190625/33554432 3209497996875/33554432 1736260996875/16777216
1907411015625/16777216 2322255140625/33554432 3674586309375/33554432 -4791334884375/33554432
-9711313846875/33554432 1447233271875/16777216 8771185621875/33554432 6690211171875/33554432
908630090625/16777216 968137509375/8388608 2067999159375/16777216 4629681234375/16777216
61934840625/2097152 1114623665625/8388608 1962936759375/16777216 5264599115625/33554432
1192110703125/8388608 -3959100234375/33554432 1618640371875/33554432 -2740592128125/33554432
242708465625/1048576 265449046875/8388608 -75049059375/4194304 3453189684375/33554432
157635290625/8388608 -2086185834375/16777216 3668607515625/33554432 -1887758596875/33554432
-8211185165625/33554432 472704815625/2097152 2132736421875/33554432 -3771179053125/16777216
-2207152284375/8388608 -7870985184375/33554432 -3858101840625/33554432 -2825123803125/16777216
-5110078434375/33554432 -8270973215625/33554432 630237778125/8388608 -6046223990625/33554432
-1185601940625/33554432 1526704134375/33554432 1589721196875/8388608 -347418571875/2097152
-6096172134375/33554432 9548808459375/33554432 2647934184375/16777216 7269230109375/33554432
34095815625/1048576 -3761539921875/16777216 516738590625/4194304 817103503125/8388608
-402558140625/33554432 1629987628125/8388608 349520221875/8388608 -5770659309375/33554432
4057100446875/16777216 -66106715625/2097152 214501321875/2097152 1537706990625/16777216
-1477738059375/16777216 -3156250603125/33554432 -4079078765625/16777216 -2562713278125/33554432
2983308253125/33554432 -6756476671875/33554432 -7387781878125/33554432 9855441609375/33554432
-381460434375/4194304 -6821853065625/33554432 -4146352771875/16777216 1902287053125/33554432
-141530184375/2097152 -6729952584375/33554432 -1902020690625/16777216 2656479196875/33554432
7351878290625/33554432 -2291652871875/8388608 4383490959375/16777216 -5911824253125/33554432
1147191346875/33554432 3509179921875/16777216 -8585835028125/33554432 29615203125/262144
8109982190625/33554432 3509000371875/16777216 5351709375/262144 4789912078125/33554432
-1607398678125/16777216 -2727697771875/16777216 -8435626528125/33554432 -6893686096875/33554432
-2437950721875/8388608 688564809375/4194304 -3358090509375/16777216 -1914206034375/8388608
2042468840625/8388608 4846423396875/33554432 -4584097903125/33554432 7263676246875/33554432
-1447165846875/16777216 -2928342815625/16777216 -4091926753125/16777216 8578310653125/33554432
1643043065625/8388608 512126821875/2097152 -4456532184375/16777216 740675596875/33554432
7552506178125/33554432 -2244366421875/8388608 -4427953003125/33554432 8388239578125/33554432
-4649796159375/33554432 -466661053125/4194304 -2311566178125/33554432 -4666148765625/16777216
-4848434053125/33554432 22531565625/2097152 -306329015625/2097152 -4361274759375/16777216
-1957896140625/33554432 -8406227503125/33554432 758137715625/33554432 -6468689428125/33554432
-7194150759375/33554432 9383340721875/33554432 5360759840625/33554432 315413409375/4194304
-2391023034375/16777216 -4868766496875/33554432 -3115450715625/16777216 -758546240625/33554432
6446896246875/33554432 -2683039865625/33554432 1206890371875/8388608 3549006796875/16777216
231546759375/4194304 3236954709375/33554432 -3359331140625/16777216 3851792934375/33554432
1099556728125/16777216 7273195396875/33554432 -1398099478125/8388608 -2065393828125/16777216
6941689865625/33554432 243750571875/33554432 5190113428125/33554432 3136054621875/33554432
1300812684375/8388608 844012996875/8388608 618555178125/16777216 -2707997934375/33554432
-7326225009375/33554432 -2621079196875/16777216 -1093814315625/16777216 8081435371875/33554432
-8316978571875/33554432 -597992090625/16777216 -9200449415625/33554432 3811173853125/16777216
-3445751840625/33554432 -4280308903125/33554432 -5262375084375/33554432 -3186298640625/33554432
-3611882746875/16777216 -2609913271875/16777216 4666813903125/33554432 -557539809375/4194304
