1600
450698253125/4194304 157585206875/1048576 82633855625/524288 -139397885625/2097152
-23306860625/262144 -41309786875/4194304 -211700218125/2097152 -21157934375/4194304
152616166875/1048576 -507384484375/4194304 123996488125/1048576 -254278776875/4194304
95517769375/4194304 87777558125/2097152 27798196875/1048576 43527803125/2097152
-215241973125/2097152 640378634375/4194304 92846106875/4194304 -74621954375/1048576
-290546591875/2097152 209721439375/2097152 195223844375/2097152 -170838536875/2097152
-17393664375/2097152 141740815625/4194304 1219739375/1048576 -101677893125/1048576
165684348125/2097152 596202901875/4194304 -247614353125/4194304 151997235625/2097152
26377051875/524288 -65813054375/2097152 -220960150625/2097152 -377143995625/4194304
-562733184375/4194304 53214635625/4194304 -541580978125/4194304 -33233291875/4194304
35727023125/4194304 95182988125/4194304 -172738910625/2097152 393012841875/4194304
129557494375/1048576 -43375509375/524288 -135226726875/2097152 -517957921875/4194304
-77324439375/4194304 553549538125/4194304 -516825128125/4194304 226559626875/4194304
28334448125/4194304 257386995625/4194304 174874309375/4194304 -157232058125/4194304
567515995625/4194304 321374035625/4194304 328826215625/2097152 -254811301875/4194304
-589128480625/4194304 4701935625/32768 -573801603125/4194304 306353140625/2097152
188453834375/4194304 -57575888125/1048576 -35159860625/524288 344085988125/4194304
109685963125/1048576 -157071910625/2097152 217071875/32768 -96523238125/4194304
632225305625/4194304 75176959375/524288 -202504003125/2097152 22935726875/1048576
-165245908125/1048576 557174100625/4194304 504744891875/4194304 362657958125/4194304
632071106875/4194304 529811978125/4194304 609343664375/4194304 258064321875/2097152
-667061509375/4194304 -20922336875/4194304 -228876864375/4194304 -23243220625/262144
136801408125/1048576 666303759375/4194304 -239048175625/4194304 -154273594375/2097152
146886973125/4194304 -88250461875/2097152 -273932923125/4194304 -39094798125/1048576
-465910625/2097152 82351314375/1048576 210451349375/4194304 57693725625/524288
-118300541875/1048576 -13434726875/4194304 133205223125/2097152 -261942434375/2097152
125814248125/2097152 -314793613125/4194304 135095670625/4194304 211649835625/2097152
-382474305625/4194304 -58676070625/2097152 -576359859375/4194304 142758935625/4194304
90677251875/4194304 251623116875/4194304 6256538125/262144 534099808125/4194304
338384433125/4194304 186491273125/2097152 -135654485625/4194304 130383830625/4194304
-595878145625/4194304 -19740919375/131072 -254319563125/4194304 -121884165625/4194304
25195569375/2097152 78092139375/2097152 -29449436875/524288 -49666644375/2097152
111203728125/4194304 206811551875/4194304 -50509878125/524288 -76037714375/2097152
342951095625/4194304 -130488401875/1048576 -61691165625/2097152 72217921875/4194304
182470531875/4194304 -109135178125/1048576 101279053125/4194304 -145865129375/1048576
87821328125/2097152 64345140625/524288 194857608125/4194304 600221525625/4194304
142350749375/1048576 -278266328125/4194304 -235704840625/2097152 -10566430625/524288
264126024375/4194304 -84384320625/4194304 -129456969375/2097152 -195192976875/4194304
-307611945625/4194304 341588639375/4194304 384391596875/4194304 -297529596875/2097152
-94905084375/4194304 -28034528125/524288 199086154375/2097152 46477385625/1048576
1838154375/262144 -2460823125/524288 -641542669375/4194304 124904138125/2097152
253037739375/4194304 -80290906875/524288 -252085964375/4194304 -267135625/8192
83370594375/4194304 37218886875/4194304 232429778125/2097152 -322618465625/4194304
46329519375/2097152 575121870625/4194304 -100892323125/1048576 -124008811875/1048576
-514975640625/4194304 -86691141875/1048576 598491366875/4194304 -188309236875/4194304
-81403743125/1048576 -2808473125/32768 -3348475625/65536 536320294375/4194304
493062635625/4194304 -38432654375/4194304 -72128456875/524288 526559375/65536
91669783125/2097152 233456243125/4194304 -232403736875/4194304 -13092193125/131072
-143662265625/2097152 -67456300625/4194304 -645258881875/4194304 -37349758125/2097152
-178920070625/4194304 81769403125/1048576 -149492768125/4194304 620732561875/4194304
-34610120625/4194304 -294382563125/4194304 222468641875/2097152 20350343125/2097152
112593188125/4194304 71333115625/524288 115131250625/4194304 518963993125/4194304
15283491875/4194304 5095593125/1048576 -74037753125/2097152 133574884375/1048576
-267183716875/2097152 78663835625/524288 524195063125/4194304 325901829375/2097152
8127170625/131072 -397093956875/4194304 -206853485625/2097152 -182436053125/4194304
188654933125/2097152 -175527751875/4194304 371463871875/4194304 413875200625/4194304
-71112641875/1048576 -150323595625/1048576 -8921635625/4194304 264327836875/4194304
25140421875/2097152 502186478125/4194304 -236110279375/4194304 105430613125/1048576
260637165625/4194304 -151733398125/2097152 635870466875/4194304 -189146256875/2097152
-651661243125/4194304 -295611964375/2097152 70486353125/2097152 48361610625/2097152
-565531059375/4194304 37034020625/1048576 -187629359375/2097152 60932589375/524288
-107105141875/1048576 376613125/16384 134694976875/1048576 -622758655625/4194304
-4338813125/2097152 -415844111875/4194304 -69231014375/1048576 230851449375/2097152
195166131875/4194304 -423308146875/4194304 174835221875/4194304 121897116875/4194304
-429705434375/4194304 -159678555625/1048576 119350348125/2097152 -260245958125/4194304
-573691333125/4194304 210551541875/2097152 -73618180625/2097152 408618693125/4194304
-515891858125/4194304 526152901875/4194304 91091851875/2097152 153526739375/2097152
-268018793125/2097152 93263976875/4194304 -86741275625/1048576 139661253125/1048576
446149009375/4194304 -90566074375/4194304 -161284511875/1048576 -439839793125/4194304
-277599440625/2097152 -235743604375/4194304 146117468125/2097152 507940874375/4194304
610350700625/4194304 -283169159375/4194304 -158987233125/4194304 -272929291875/2097152
218306445625/2097152 484806715625/4194304 -93648873125/4194304 176243553125/2097152
133128254375/4194304 -42187823125/4194304 293162741875/4194304 -276607269375/4194304
-217094753125/2097152 -65968738125/2097152 141034129375/2097152 34857020625/2097152
-185573661875/4194304 449401808125/4194304 -1763643125/4194304 213963863125/4194304
92517228125/1048576 38145091875/4194304 -19607453125/131072 -502830014375/4194304
190142409375/4194304 69518115625/2097152 531641970625/4194304 -559866096875/4194304
-341529798125/4194304 159910360625/1048576 232402336875/2097152 -476423045625/4194304
218410284375/2097152 62429265625/1048576 -572080393125/4194304 13284853125/2097152
-108205888125/4194304 400529859375/4194304 -83469458125/4194304 -443813909375/4194304
12204835625/4194304 -282373566875/4194304 -543966870625/4194304 64247281875/1048576
136531040625/1048576 599656816875/4194304 617703284375/4194304 -551204480625/4194304
-51300906875/1048576 -397405485625/4194304 350510954375/4194304 -96191739375/1048576
-5026155625/32768 -146832825625/1048576 -44094906875/524288 -525026313125/4194304
517433706875/4194304 -40350136875/2097152 -85683763125/4194304 -142085611875/2097152
236116735625/4194304 126321460625/2097152 -469348330625/4194304 68663038125/1048576
-227763800625/2097152 152682305625/4194304 -90813191875/1048576 -527819189375/4194304
62384346875/1048576 128375924375/2097152 168231665625/4194304 -39307456875/4194304
519319448125/4194304 -633084938125/4194304 177800043125/4194304 303630989375/4194304
669795680625/4194304 378363360625/4194304 -74235368125/4194304 507189973125/4194304
-258138959375/4194304 448263441875/4194304 6880318125/524288 -331310876875/4194304
-412625873125/4194304 -381850835625/4194304 -67859391875/1048576 -151421381875/2097152
-90871706875/4194304 -316233508125/4194304 -37815624375/262144 70026544375/4194304
1304714375/8192 374343520625/4194304 352495071875/4194304 -188095375625/4194304
-200452963125/2097152 555378589375/4194304 -60997011875/1048576 514182388125/4194304
-668647149375/4194304 -636264158125/4194304 423243435625/4194304 -514163270625/4194304
-137507641875/4194304 -666265171875/4194304 -434466893125/4194304 -291095824375/2097152
55152901875/524288 234187013125/2097152 -517502511875/4194304 183900359375/4194304
29116900625/524288 -76084000625/1048576 324613020625/4194304 -48088149375/2097152
-160631921875/1048576 163854701875/2097152 219646473125/4194304 356504688125/4194304
-445051046875/4194304 63944414375/524288 104048433125/2097152 442659495625/4194304
-64776269375/524288 -163114538125/1048576 1480605625/262144 209724638125/4194304
48890813125/2097152 -520455926875/4194304 -15534006875/131072 -233386381875/4194304
37722779375/1048576 375869286875/4194304 -363295929375/4194304 635237673125/4194304
-129836394375/2097152 -403854859375/4194304 218556616875/4194304 -1111530625/262144
294813339375/2097152 302988525625/2097152 -8580230625/4194304 -50675305625/2097152
-187638799375/2097152 -615824438125/4194304 -83175601875/1048576 24432605625/524288
665677618125/4194304 591891041875/4194304 -170876893125/4194304 -412305524375/4194304
403797554375/4194304 604995764375/4194304 -418694865625/4194304 232212435625/2097152
-10692694375/524288 53745720625/1048576 311615165625/2097152 -649331463125/4194304
-102704550625/4194304 -294998589375/4194304 66675783125/524288 219824344375/4194304
1371591875/65536 123790583125/1048576 551938006875/4194304 -10172055625/65536
-159325200625/2097152 20561735625/524288 170712833125/2097152 296300048125/4194304
