1800
1817479569375/16777216 -3153824499375/33554432 -3820530909375/33554432 -3403712503125/33554432
1191797026875/16777216 1744299489375/16777216 2749554241875/16777216 -1321915550625/8388608
-3367336168125/33554432 396812368125/16777216 1350951519375/16777216 4473017420625/33554432
-2190920191875/16777216 4887310618125/33554432 1385284179375/33554432 -231199925625/2097152
-2625282433125/33554432 145988330625/16777216 27806214375/524288 878766035625/16777216
1138921875/262144 1423895900625/16777216 -460970218125/8388608 4256843158125/33554432
1710448329375/16777216 1810138404375/16777216 -5174077483125/33554432 -2252207806875/16777216
883820199375/8388608 60474054375/4194304 -659412241875/4194304 169732254375/4194304
2710205330625/16777216 -2522388076875/33554432 -5750386824375/33554432 982133049375/8388608
-2262455566875/33554432 1018817015625/8388608 3594451145625/33554432 286587545625/2097152
309184408125/16777216 4238049375/33554432 4783224245625/33554432 -18103899375/524288
40746223125/16777216 -1421681630625/8388608 -3280116774375/33554432 112552171875/8388608
-5448654208125/33554432 1042555078125/33554432 -1180849246875/16777216 805969861875/33554432
5685085445625/33554432 -1491196325625/8388608 1428034516875/33554432 -1361744420625/8388608
2567059115625/33554432 2339121380625/16777216 1860988921875/33554432 3089238823125/33554432
-3137855124375/33554432 -2876965070625/16777216 3304178769375/33554432 4821344195625/33554432
2811709828125/33554432 4957986448125/33554432 -1057571634375/16777216 169466214375/4194304
-2121675328125/16777216 239029621875/16777216 -2284835788125/33554432 3688629620625/33554432
1329744526875/33554432 -2471430178125/33554432 2380992373125/16777216 4921897055625/33554432
-110291911875/2097152 3269313714375/33554432 2190562846875/33554432 -695199375/16384
1026300200625/16777216 2941046634375/33554432 -2520743540625/16777216 5752803121875/33554432
-3744081343125/33554432 -1611210313125/33554432 -2589210838125/33554432 264879781875/16777216
141364423125/33554432 -3116940710625/33554432 2566137673125/33554432 2580657631875/16777216
-4449529276875/33554432 2276168214375/16777216 -2496501185625/33554432 -298382900625/16777216
-3402222519375/33554432 -641107378125/33554432 -5585985298125/33554432 -2811583974375/16777216
-4601233051875/33554432 -3362451766875/33554432 381976396875/4194304 798312425625/8388608
-3732346715625/33554432 1293732826875/33554432 3244845718125/33554432 5529482476875/33554432
2447828578125/16777216 4470306598125/33554432 -1929173776875/16777216 -3156137173125/33554432
109387085625/2097152 -4586729979375/33554432 -3411050326875/33554432 -5673515169375/33554432
1613649808125/16777216 -1273974136875/8388608 3019974091875/33554432 55111426875/8388608
-3283856825625/33554432 -1243172199375/16777216 4983001171875/33554432 1411558149375/16777216
-2898356945625/33554432 652336869375/33554432 -5558397046875/33554432 -117055580625/33554432
4524158019375/33554432 -2580925471875/16777216 -159243215625/33554432 -2762320393125/16777216
1348768783125/8388608 2749826311875/16777216 71659850625/8388608 580206223125/33554432
328610413125/33554432 13252078125/262144 5630479768125/33554432 -4784306698125/33554432
-3475724146875/33554432 -2726379444375/33554432 -1972942678125/16777216 3162146428125/33554432
355466896875/2097152 -40029935625/4194304 -2499466100625/33554432 -2249933023125/16777216
89171758125/524288 -489346678125/16777216 -1646970440625/33554432 922617601875/16777216
-760496045625/8388608 -1627765126875/33554432 -563895118125/16777216 -116631061875/4194304
3598125373125/33554432 -5997230341875/33554432 1681092500625/33554432 -5727247745625/33554432
3740389644375/33554432 -771133021875/8388608 -3972246271875/33554432 167965306875/16777216
132625760625/33554432 2557301304375/33554432 -1331386171875/8388608 5508877573125/33554432
15870684375/8388608 -704613178125/33554432 2241229550625/33554432 2412952723125/33554432
-1400288968125/8388608 481013566875/16777216 -703179725625/33554432 -1759023961875/33554432
533239509375/33554432 3890061410625/33554432 -528899045625/8388608 1589436961875/16777216
398403624375/16777216 -867611019375/33554432 -1391786510625/8388608 1470408766875/33554432
-1096346390625/8388608 -899896089375/33554432 451529488125/4194304 -2950116103125/16777216
971994774375/33554432 -219327429375/16777216 3192223325625/33554432 -3210194851875/33554432
476297814375/4194304 159297238125/33554432 4190433958125/33554432 -332694523125/4194304
-3183405238125/33554432 2874933770625/16777216 386057525625/33554432 4538905666875/33554432
2707815999375/16777216 5365237573125/33554432 526508555625/16777216 -592855396875/4194304
-1493197138125/33554432 1472234484375/8388608 1926412104375/16777216 -751632080625/4194304
1003480486875/33554432 -82475431875/1048576 445133323125/8388608 -1425305165625/33554432
518391466875/33554432 2303628586875/33554432 -1797605713125/33554432 514174291875/8388608
-1125966695625/33554432 2448770439375/33554432 -489311353125/4194304 296760965625/8388608
-1942835169375/16777216 -3503083595625/33554432 -5981028676875/33554432 521237829375/16777216
-2686679656875/33554432 -1662642658125/33554432 -2732655943125/16777216 1202617288125/33554432
695185948125/4194304 -357313348125/8388608 1611308503125/16777216 2234221430625/33554432
-1910895564375/16777216 5761114036875/33554432 -2513871061875/16777216 991177363125/8388608
1681944001875/33554432 -4119077368125/33554432 -1196067515625/16777216 1321790034375/8388608
-5355230878125/33554432 1599023176875/33554432 -925845508125/16777216 2158511011875/33554432
-4033633449375/33554432 -3162490048125/33554432 5438905599375/33554432 -1078228299375/16777216
103074350625/16777216 1208185869375/33554432 4636164414375/33554432 1213979371875/16777216
3245303244375/33554432 -1509801800625/33554432 3608062846875/33554432 2670490681875/16777216
1460503524375/33554432 959923141875/33554432 999054140625/33554432 -2891273743125/33554432
1473367134375/16777216 -1307239025625/33554432 -2617243408125/33554432 766347834375/16777216
-78093669375/8388608 -713973403125/16777216 -5556517689375/33554432 1213949885625/33554432
244669190625/4194304 -724583615625/8388608 397542639375/33554432 1312989980625/8388608
1915499683125/33554432 298910154375/33554432 -2763846928125/33554432 -3405596664375/33554432
-695874121875/4194304 90859978125/524288 5862249973125/33554432 -597141016875/16777216
-1057144471875/8388608 -3714910329375/33554432 1289459345625/16777216 -1143664543125/16777216
-592457079375/16777216 363113746875/4194304 -5770562664375/33554432 5131616754375/33554432
1163490114375/8388608 602853586875/4194304 -3352566605625/33554432 3650358920625/33554432
4334158873125/33554432 -695172470625/8388608 834615826875/16777216 3862715866875/33554432
-5919580479375/33554432 -324939369375/2097152 -5356593298125/33554432 2837789296875/33554432
1545289486875/16777216 -4310795424375/33554432 366761570625/16777216 5875135588125/33554432
-4025925320625/33554432 -1865358826875/33554432 285252193125/4194304 -255234481875/8388608
-4573775154375/33554432 -3837998266875/33554432 2205863566875/16777216 -540434019375/33554432
-2470916885625/33554432 -4441173159375/33554432 2253039305625/16777216 -144932686875/8388608
69725368125/2097152 5209119129375/33554432 -4133512974375/33554432 2488912621875/33554432
2487276298125/33554432 1004563738125/16777216 -3793833106875/33554432 -3745758099375/33554432
1237322469375/16777216 76389125625/4194304 -784080241875/8388608 -520779605625/8388608
-2904716694375/16777216 -2629280255625/33554432 1391941389375/33554432 2675174495625/16777216
1781116126875/33554432 -5852117559375/33554432 -107516525625/33554432 1916996866875/16777216
-5038768535625/33554432 221773460625/4194304 -641932925625/33554432 2040370295625/16777216
-235492284375/33554432 -557031200625/8388608 -2605508476875/16777216 -339426106875/4194304
1269630579375/8388608 -4788327268125/33554432 1278655689375/33554432 4887603804375/33554432
-1533860926875/16777216 2649252200625/33554432 -2895757025625/16777216 5002793071875/33554432
-303384211875/8388608 -5951509205625/33554432 -1726882689375/16777216 1022754054375/16777216
558842439375/8388608 1322690101875/8388608 875478504375/33554432 -3244871896875/33554432
-3940873374375/33554432 38745478125/8388608 -1748971794375/16777216 217140609375/4194304
1883441784375/33554432 -4843537318125/33554432 -1284985558125/8388608 -4373889676875/33554432
-3037776631875/33554432 1894866418125/33554432 -2868522946875/16777216 -531359071875/33554432
-411626401875/4194304 -721640154375/8388608 2069601868125/16777216 803371584375/16777216
5866119691875/33554432 -5719536646875/33554432 219862366875/16777216 -1903789468125/33554432
1650197716875/16777216 -3909695023125/33554432 4232734633125/33554432 2417420075625/33554432
-5609198694375/33554432 29226819375/33554432 5068220124375/33554432 -1908864331875/16777216
-5008553881875/33554432 -5762482689375/33554432 -1480832173125/16777216 2450352526875/16777216
4021802645625/33554432 -364083136875/33554432 -3715435198125/33554432 -3383415275625/33554432
112906378125/2097152 1143848266875/16777216 -291151580625/33554432 729661381875/8388608
2252370301875/33554432 812338948125/8388608 -4042296005625/33554432 4824632570625/33554432
-168924470625/16777216 -4707569840625/33554432 154552190625/33554432 -375933346875/33554432
-2225703313125/33554432 -2874476064375/16777216 3616013075625/33554432 51634546875/16777216
1911890671875/16777216 -3730222130625/33554432 -2182307540625/16777216 -2572145251875/16777216
-1209881446875/16777216 1135726689375/33554432 3239448361875/33554432 -717446671875/4194304
843931625625/8388608 -203686970625/8388608 1759862356875/33554432 2610710926875/33554432
1672050684375/16777216 -4087521691875/33554432 -1240842178125/33554432 1271661159375/8388608
-1284061201875/16777216 540679269375/8388608 -1047752949375/33554432 38934815625/16777216
-845264660625/8388608 -2858811440625/16777216 3524236126875/33554432 5224624936875/33554432
-1282490971875/16777216 1396512129375/8388608 3086130504375/33554432 972656195625/16777216
-1103686419375/16777216 2686237295625/33554432 2818607158125/33554432 -4233382486875/33554432
-844443106875/16777216 -302956734375/8388608 574164444375/4194304 -147854255625/8388608
200739504375/4194304 5652461424375/33554432 -249646291875/16777216 -923093251875/33554432
-4848829700625/33554432 1471046968125/8388608 534704000625/8388608 -1147662478125/8388608
1374243845625/8388608 641643080625/16777216 1436662119375/16777216 -37516066875/262144
782177428125/8388608 -5915855683125/33554432 135603016875/8388608 -5375305490625/33554432
-298343255625/33554432 -63779563125/33554432 1367766151875/16777216 -310265949375/4194304
98967358125/4194304 1287508325625/8388608 816454535625/33554432 -4262878051875/33554432
3372775880625/33554432 3231226276875/33554432 -317604155625/8388608 -1271500048125/16777216
-650802628125/4194304 2124521420625/16777216 -2964465331875/16777216 2533364881875/16777216
743242978125/33554432 4725914135625/33554432 784550615625/16777216 572081439375/16777216
-15512563125/2097152 -4111201456875/33554432 -720724831875/16777216 495773544375/8388608
-1392278956875/33554432 1097929985625/8388608 1691715346875/16777216 -435662544375/4194304
1175526219375/16777216 2180077745625/33554432 -851513968125/33554432 -2610628340625/33554432
1040255285625/16777216 -2829006028125/16777216 -776469256875/8388608 159838453125/2097152
-2537715605625/33554432 -4377781153125/33554432 447560409375/4194304 41141311875/2097152
728327458125/4194304 13496495625/16777216 -1543821384375/33554432 -5634473124375/33554432
494428606875/33554432 3280731215625/33554432 1139954608125/33554432 -2566088465625/16777216
-2362134155625/33554432 5898284139375/33554432 713249713125/8388608 -2660837113125/33554432
283269166875/33554432 593523939375/16777216 -5250844479375/33554432 1677126020625/33554432
2420654675625/33554432 -5822932314375/33554432 646353725625/4194304 -928379311875/33554432
-562591411875/4194304 3935098051875/33554432 57219609375/2097152 -3963946190625/33554432
-2008057696875/16777216 -909259115625/16777216 1713481554375/16777216 -140993116875/2097152
-1030197976875/8388608 5326188463125/33554432 5743085146875/33554432 1648633989375/33554432
-1261424874375/8388608 170438630625/8388608 -877105276875/16777216 -321765249375/16777216
1448867480625/16777216 270344086875/16777216 5319177283125/33554432 -1982480686875/33554432
1080210661875/16777216 -3805568690625/33554432 567945174375/16777216 -136476950625/1048576
4505807548125/33554432 285825594375/4194304 -416459559375/8388608 -4126854819375/33554432
356764471875/2097152 -878047531875/33554432 -3727357419375/33554432 -5381372255625/33554432
-918923653125/16777216 -5281261903125/33554432 -2765387784375/16777216 -1640144570625/16777216
-5922651346875/33554432 -1545925404375/33554432 -3508582336875/33554432 1057497114375/8388608
745610956875/16777216 -236945469375/33554432 4128810755625/33554432 2400239143125/33554432
-3352442799375/33554432 498815769375/8388608 411715906875/8388608 -1023281746875/8388608
-54749806875/524288 581093173125/16777216 -5360263081875/33554432 -232755586875/33554432
6013447430625/33554432 589419241875/33554432 46625293125/8388608 -726532745625/16777216
4005032608125/33554432 -4763995104375/33554432 -1688303998125/33554432 -888702001875/8388608
-2689203650625/33554432 5910724524375/33554432 652017898125/16777216 2244905375625/16777216
-3624148580625/33554432 2099378368125/33554432 2899252816875/33554432 877319960625/16777216
488515753125/4194304 1653354241875/16777216 696939721875/8388608 -21803203125/131072
-140485865625/2097152 849260154375/8388608 -2511846241875/33554432 2053543201875/16777216
-1289478009375/8388608 -242046646875/4194304 -3541713834375/33554432 -1670781099375/16777216
1547255593125/16777216 -2403288601875/16777216 -2869280949375/16777216 2816324251875/33554432
-5021700834375/33554432 1734013125/4194304 -2385442839375/16777216 239322504375/2097152
2569916975625/16777216 -3011822083125/16777216 1883407978125/16777216 1143502745625/16777216
-4654547173125/33554432 -419425183125/8388608 -774129448125/8388608 -4401229539375/33554432
988888696875/8388608 -764541658125/16777216 -348680615625/2097152 988453378125/16777216
-2162556579375/16777216 -3550072606875/33554432 -1739673871875/16777216 -1473208824375/8388608
-191946920625/16777216 6033881379375/33554432 1981569684375/33554432 -1691601373125/16777216
-219021001875/33554432 -5115065596875/33554432 -142688413125/2097152 -2420912649375/33554432
-2347098890625/16777216 92074044375/33554432 736578039375/16777216 -176117428125/1048576
2438885109375/33554432 -94176759375/2097152 318043029375/4194304 -5063246555625/33554432
1546519685625/33554432 726125090625/4194304 2355003961875/16777216 3930289340625/33554432
-4383980578125/33554432 -1496377918125/8388608 -2501862260625/33554432 162263323125/2097152
-2493545495625/16777216 -2407818583125/33554432 -63261421875/4194304 1128788274375/8388608
4306103758125/33554432 -4945456783125/33554432 3934790746875/33554432 -2320515871875/33554432
-757263043125/16777216 2156968580625/16777216 -1168150843125/8388608 2463323023125/33554432
497690859375/8388608 608924761875/16777216 -1042162745625/16777216 2596210846875/33554432
288803750625/4194304 619824380625/16777216 -1198808431875/8388608 -1677611919375/16777216
1592979519375/33554432 127656489375/8388608 -3884504236875/33554432 -5875062958125/33554432
-1595011944375/16777216 -3775815770625/33554432 -1570895420625/16777216 -3959567038125/33554432
809983130625/8388608 688393018125/16777216 -4229357495625/33554432 3939112625625/33554432
1849631720625/16777216 403732051875/33554432 -1843530913125/16777216 -1175393694375/8388608
1572050795625/16777216 1450910919375/8388608 -5193987553125/33554432 1333944073125/8388608
5879060893125/33554432 -1551413413125/33554432 -209359524375/33554432 -4517299501875/33554432
2119270876875/16777216 -1812143694375/16777216 272355733125/16777216 618861088125/4194304
4536460715625/33554432 -97307488125/4194304 -1248728653125/33554432 137908130625/2097152
-1194992206875/16777216 -2110183014375/33554432 5760812885625/33554432 -274722474375/4194304
-1061623940625/33554432 972457408125/8388608 -5187224604375/33554432 -1119322063125/33554432
-4189438569375/33554432 1270934229375/8388608 -463356286875/16777216 5378081045625/33554432
202635050625/2097152 3952232116875/33554432 4702572635625/33554432 -557235545625/8388608
-1749078916875/16777216 -402453174375/8388608 5428481405625/33554432 -608716265625/4194304
3205389841875/33554432 2004670400625/16777216 -632393015625/33554432 -341694579375/2097152
491450270625/33554432 185922275625/33554432 294729091875/2097152 3073651340625/33554432
-1980639219375/33554432 762505959375/16777216 -2979259779375/16777216 395478005625/16777216
-296977629375/4194304 512469050625/8388608 5011170541875/33554432 -528217790625/8388608
-1942718866875/16777216 -1140608098125/8388608 3458076080625/33554432 -298047954375/16777216
-1434898125/8388608 -2707211694375/16777216 2592178138125/33554432 -1009088285625/8388608
3299321660625/33554432 -396934655625/16777216 298493589375/33554432 -1946015769375/16777216
180155210625/2097152 -882606268125/33554432 959062449375/16777216 975729088125/33554432
-613320631875/33554432 772644043125/33554432 1040365749375/8388608 -2684848539375/33554432
294114110625/33554432 -1695854953125/16777216 2305448724375/16777216 202761343125/2097152
3218464783125/33554432 2014371511875/33554432 1506028618125/16777216 -2735251858125/16777216
-2376790014375/33554432 -5610709243125/33554432 138098536875/4194304 -2507318566875/33554432
-2032836069375/16777216 -2469674829375/33554432 -2003725231875/16777216 1823478125625/16777216
-3230858413125/33554432 675888935625/33554432 978572514375/33554432 395123979375/4194304
-1077039590625/16777216 49785766875/524288 49624835625/16777216 996805141875/33554432
2977605680625/16777216 529572695625/16777216 -636443094375/16777216 1748501825625/33554432
4239653934375/33554432 -788200599375/16777216 5763648976875/33554432 395095314375/16777216
142082274375/8388608 1899671664375/16777216 -1320204988125/8388608 1853668513125/33554432
5473710061875/33554432 956172110625/33554432 -733056103125/4194304 -2130814445625/16777216
1812214040625/16777216 -3300760940625/33554432 -1466363941875/33554432 5305142053125/33554432
1114157953125/16777216 -1152552110625/8388608 -1586889635625/33554432 2860263309375/16777216
43503980625/33554432 2420395576875/16777216 -567438350625/33554432 5366037155625/33554432
-704722561875/33554432 -2455102130625/33554432 5405219870625/33554432 3961362054375/33554432
589033906875/8388608 4783344553125/33554432 5503988233125/33554432 5135860063125/33554432
5120100916875/33554432 351017758125/8388608 -16699730625/262144 189315984375/2097152
1508644603125/8388608 -1719450511875/33554432 4729561925625/33554432 446028395625/8388608
-485355549375/33554432 3965025909375/33554432 96551251875/4194304 -510239975625/33554432
3999889501875/33554432 278701633125/2097152 -1065465691875/8388608 5645814463125/33554432
3137108529375/33554432 4610257104375/33554432 5877118850625/33554432 1981938796875/33554432
-133554571875/8388608 1030818549375/16777216 -1492899159375/33554432 3485229766875/33554432
4490672574375/33554432 918042474375/33554432 1940781009375/16777216 -2543605081875/33554432
-1810650313125/33554432 -1308846133125/8388608 1001365014375/33554432 -1897912648125/16777216
-1575598561875/16777216 1793935479375/16777216 -691375213125/33554432 -17419910625/262144
-23407813125/262144 -108753204375/1048576 415242151875/33554432 -5099356636875/33554432
-2621272696875/33554432 251547350625/4194304 5350634398125/33554432 2575623223125/33554432
-956654904375/8388608 6008119768125/33554432 -4688942394375/33554432 -4635855151875/33554432
-929884426875/33554432 -5111389344375/33554432 -750299788125/8388608 3989195004375/33554432
-1414070105625/16777216 590142864375/4194304 -152417998125/2097152 -5652248945625/33554432
-2578140275625/33554432 -1550946391875/16777216 -1877290520625/16777216 1822030408125/33554432
-3006100591875/33554432 2367570223125/33554432 -5733918365625/33554432 -3500158404375/33554432
974893854375/16777216 5659225993125/33554432 -2855017828125/16777216 904271754375/16777216
-3158638621875/33554432 -6012124048125/33554432 -1552288674375/16777216 -5054553455625/33554432
127855535625/2097152 -4607529778125/33554432 -291531999375/8388608 -267356716875/16777216
986142335625/8388608 2530409563125/33554432 -2534905186875/16777216 4098903789375/33554432
1400815546875/16777216 1118578325625/16777216 2089049709375/16777216 -1264974463125/8388608
-919985956875/16777216 1998293585625/16777216 -1721277500625/16777216 2626289195625/16777216
-592483696875/33554432 -3011226519375/16777216 1666881343125/16777216 -5702343001875/33554432
4460017798125/33554432 10233061875/4194304 -2388557255625/16777216 691770583125/16777216
-568990344375/16777216 970286945625/8388608 1204125013125/8388608 -18621590625/33554432
1720280266875/33554432 3042171151875/33554432 5580667063125/33554432 4086335514375/33554432
1116846973125/8388608 1077741804375/33554432 458166616875/4194304 -4505600761875/33554432
-417060849375/4194304 -1221950266875/8388608 -2682283674375/16777216 5927159390625/33554432
199378411875/4194304 -4229381660625/33554432 -1050626559375/8388608 3884529375/32768
-428779783125/4194304 -2037965169375/33554432 2139107675625/16777216 1452122600625/33554432
-65695325625/524288 -2811907513125/16777216 -863883703125/8388608 -2906773813125/33554432
-2861137501875/16777216 1315592994375/33554432 -4958259035625/33554432 216440296875/33554432
463025289375/4194304 -3314070894375/33554432 -541456925625/16777216 2621749820625/16777216
227187793125/33554432 2901146248125/33554432 521676444375/33554432 47244875625/524288
2654517099375/16777216 684623109375/16777216 -1412146558125/16777216 1472763211875/16777216
516615958125/4194304 1734611326875/33554432 323003413125/16777216 5430852849375/33554432
-829334491875/16777216 -5113531884375/33554432 2650448626875/33554432 -303823535625/8388608
-743699075625/16777216 -4470359304375/33554432 461625181875/8388608 -603891298125/8388608
-208572609375/16777216 3856208529375/33554432 5008573603125/33554432 -1914414699375/33554432
-2429378218125/33554432 1664705199375/33554432 5788811874375/33554432 5218936734375/33554432
-5739446300625/33554432 5290594149375/33554432 -5154002263125/33554432 4169805924375/33554432
-195753223125/8388608 2632251470625/16777216 -255570699375/8388608 4518727633125/33554432
3334145889375/33554432 474524623125/33554432 -36369050625/2097152 4720158163125/33554432
1506761791875/33554432 -5085537103125/33554432 -2103920848125/16777216 -271764545625/8388608
-423414140625/8388608 -55756749375/2097152 -16610923125/16777216 1854776221875/16777216
-1670178931875/16777216 4238183491875/33554432 1886247118125/33554432 217200661875/33554432
-760363408125/16777216 -469920853125/16777216 2954605573125/16777216 -783191840625/33554432
4880590408125/33554432 -2997543166875/33554432 -2083478540625/33554432 -311064834375/8388608
803630874375/33554432 743108281875/8388608 -798191454375/16777216 -2213066311875/33554432
-455827235625/4194304 1251366969375/8388608 3425857284375/33554432 111240601875/33554432
-230852514375/8388608 5691045538125/33554432 -2350677448125/16777216 -4962104983125/33554432
-13657370625/262144 -2526533488125/16777216 1304386070625/16777216 1261333738125/33554432
1613514470625/33554432 -886047305625/33554432 589904398125/4194304 -949095973125/8388608
-651014150625/8388608 -2961181738125/33554432 598205716875/33554432 -5685214066875/33554432
2783173224375/16777216 -1368266338125/16777216 987883149375/8388608 -2580925674375/16777216
1121222851875/8388608 4169684154375/33554432 402100576875/33554432 945966695625/8388608
2311366055625/16777216 2076790201875/33554432 936166888125/33554432 -999123485625/33554432
2874463363125/16777216 5856173150625/33554432 -141188495625/4194304 -1750345543125/16777216
-2980239946875/33554432 439399738125/16777216 -4123907915625/33554432 1082786360625/16777216
3352010248125/33554432 1039876340625/33554432 -665569231875/16777216 -5707306456875/33554432
-1568570473125/33554432 1871659535625/33554432 5414628369375/33554432 2120597364375/16777216
-2608941448125/33554432 -2807642615625/16777216 -642639099375/16777216 -2013184299375/16777216
-1655898024375/33554432 -2605154799375/16777216 4687427143125/33554432 -4277098333125/33554432
325058270625/8388608 -273275341875/16777216 326666908125/16777216 66804823125/2097152
-408007209375/33554432 2678172159375/16777216 -4630706533125/33554432 1788948613125/16777216
-4631428411875/33554432 927399009375/8388608 2712505831875/33554432 280924081875/8388608
1404236413125/8388608 -1621068935625/33554432 3967269913125/33554432 -3920685260625/33554432
-5934435080625/33554432 -6768669375/131072 4374410473125/33554432 1629559198125/16777216
-5706722503125/33554432 1191786935625/16777216 6021302000625/33554432 3129803904375/33554432
-1919534979375/33554432 2282913590625/16777216 2749936539375/33554432 285429920625/33554432
-1454845224375/33554432 1061234285625/8388608 5480409864375/33554432 5508609125625/33554432
-732381136875/4194304 2577546073125/33554432 876077960625/8388608 -1093002856875/8388608
3120884690625/33554432 -641420443125/8388608 -3609878349375/33554432 -1102581804375/8388608
-1805364275625/16777216 -2446681764375/16777216 528083611875/16777216 -4029723984375/33554432
-184336419375/8388608 5237578153125/33554432 329672188125/33554432 814336149375/16777216
-3444704465625/33554432 -2605293601875/33554432 501254521875/16777216 -1619600518125/33554432
-381673693125/33554432 257935696875/33554432 3711063718125/33554432 46730964375/1048576
-762564515625/8388608 2336810518125/33554432 351136738125/16777216 263553328125/33554432
-5020225183125/33554432 -193977388125/33554432 188097159375/16777216 -5345426570625/33554432
-4568095175625/33554432 -2127289134375/33554432 -236827310625/8388608 -157688791875/8388608
3912623600625/33554432 1148987998125/16777216 2077374369375/16777216 1152557274375/8388608
4371688963125/33554432 -83576188125/524288 -1351974324375/8388608 -5739871651875/33554432
-1203611484375/16777216 712385353125/4194304 1025006450625/8388608 4856709268125/33554432
577321430625/8388608 -457536189375/8388608 120790985625/33554432 1304375810625/33554432
2322123406875/33554432 -2083660903125/16777216 504364843125/4194304 -1641777879375/16777216
-4438022754375/33554432 4311576298125/33554432 -1833711361875/33554432 4924151769375/33554432
-373737684375/2097152 1426637705625/33554432 -2519858176875/33554432 1993941973125/16777216
1479788690625/16777216 4860011390625/33554432 1632186073125/16777216 3958329481875/33554432
-4219896808125/33554432 -4734373100625/33554432 -698234866875/4194304 2057504068125/16777216
829151431875/16777216 -5511353574375/33554432 2420524344375/33554432 1183624520625/33554432
879968548125/16777216 -1131242450625/33554432 570571745625/8388608 129033264375/2097152
-58754446875/2097152 -205831108125/8388608 49500500625/1048576 -2606643444375/16777216
39739933125/33554432 -79860369375/16777216 -475642816875/16777216 -165661115625/16777216
5262896896875/33554432 2944610409375/16777216 -319020564375/33554432 -249746990625/16777216
-1346771064375/33554432 2613639965625/16777216 -1559795101875/33554432 989163298125/16777216
6016101575625/33554432 -2046065214375/16777216 -1254445486875/16777216 -520251249375/4194304
-2566530455625/16777216 320127643125/4194304 706285771875/16777216 -2575497504375/16777216
1468622503125/33554432 -970198723125/33554432 431957536875/8388608 1561164103125/16777216
308623201875/4194304 495441343125/4194304 5948752708125/33554432 -1118201349375/8388608
4468297933125/33554432 -3861912358125/33554432 5087597326875/33554432 -4561403180625/33554432
2835680169375/16777216 5642150090625/33554432 1544957240625/16777216 -361861228125/33554432
1427775755625/8388608 -1658838088125/16777216 2538821030625/33554432 -4089999571875/33554432
214071969375/2097152 3720631111875/33554432 -5353752425625/33554432 -1916703534375/33554432
105798853125/16777216 -168237748125/2097152 295289499375/8388608 247484773125/2097152
-807810519375/8388608 -1264434508125/8388608 2126058125625/33554432 -3493156674375/33554432
4984549475625/33554432 -5980947260625/33554432 2197752148125/16777216 -636098135625/33554432
-141162114375/2097152 -2739028201875/33554432 -113115076875/1048576 49916536875/4194304
-3992013995625/33554432 4142322973125/33554432 310089853125/16777216 -5384590768125/33554432
909229561875/8388608 1257916314375/16777216 -908576566875/8388608 34261678125/8388608
3261549375/16777216 -1042687603125/8388608 -1960171875/16384 4291365144375/33554432
1510491706875/33554432 1579618839375/16777216 1936720198125/16777216 1904547695625/33554432
-317068441875/2097152 4947131750625/33554432 -27232666875/1048576 -2313911221875/33554432
-5106122386875/33554432 -421518706875/8388608 524816229375/33554432 1911735781875/33554432
4192872451875/33554432 -153973175625/16777216 807302491875/8388608 1015850660625/33554432
146574129375/1048576 -1117404444375/33554432 5361581503125/33554432 -396659368125/8388608
-4982656100625/33554432 41326396875/4194304 -2514379179375/16777216 -737747949375/16777216
3600339159375/33554432 5400635203125/33554432 -1247254318125/8388608 5870210821875/33554432
133143069375/8388608 -524867371875/33554432 277835540625/4194304 3849207789375/33554432
2660690143125/33554432 4534271690625/33554432 4318793814375/33554432 74637354375/16777216
4055600964375/33554432 2550306099375/33554432 1868074093125/16777216 487687303125/16777216
624745389375/4194304 1404079520625/16777216 -3590168236875/33554432 -265780231875/4194304
3079276160625/33554432 5167502769375/33554432 52704365625/524288 -345244573125/8388608
-1877741251875/16777216 5458734635625/33554432 222870256875/8388608 2202758656875/16777216
-349419375/2048 649257103125/33554432 -1376859639375/8388608 3566076733125/33554432
-2565100141875/33554432 -1357753550625/8388608 -1738451266875/33554432 -1700231821875/33554432
-1547765094375/33554432 -5341134796875/33554432 -5505719270625/33554432 -2974791515625/16777216
-104740981875/33554432 -608079290625/4194304 -404605130625/4194304 2002239736875/33554432
2261516686875/33554432 -1249292188125/16777216 1713594459375/33554432 2920536489375/16777216
-2860834021875/16777216 1864328731875/33554432 2097292899375/33554432 -735837204375/16777216
-274354194375/16777216 -325741033125/8388608 419664290625/16777216 -2103846553125/33554432
-27154254375/4194304 1309081505625/16777216 2350689609375/33554432 -1101037809375/33554432
-702225354375/4194304 1061797156875/33554432 2166053203125/33554432 -1432364146875/16777216
5967995619375/33554432 -435202936875/4194304 -1676586583125/33554432 -5200786828125/33554432
4409143610625/33554432 5831105405625/33554432 -152095348125/33554432 1651559529375/33554432
29787901875/2097152 2465256864375/33554432 -449456608125/16777216 -5447185329375/33554432
-635350235625/16777216 -221018776875/33554432 3164099776875/33554432 3964320961875/33554432
-1289786450625/33554432 -271104800625/2097152 -3004891126875/33554432 -911931204375/8388608
1361274901875/8388608 -960777039375/16777216 5328728116875/33554432 1957882168125/16777216
234805021875/2097152 294322179375/2097152 1105275549375/8388608 -5723814076875/33554432
-1693333018125/16777216 5836848260625/33554432 553940645625/4194304 -420581840625/16777216
-2691609901875/16777216 2455590706875/33554432 -752640114375/4194304 1341172580625/16777216
